address_prompt,location,point,latitude2,longitude2,altitude2
"Gaya Fusion Gallery, Ubud, Bali, Indonesia",,,,,
"Museum of Brisbane, Brisbane, Qld","Museum of Brisbane, Ann Street, Brisbane City, Greater Brisbane, Queensland, 4004, Australia","(-27.4687147, 153.0234187, 0.0)",-27.4687147,153.0234187,0.0
"Bentara Budaya Jakarta, Jakarta, Indonesia","Bentara Budaya Jakarta, Jalan Palmerah Selatan, RW 02, Gelora, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10270, Indonesia","(-6.2101556, 106.79548506904693, 0.0)",-6.2101556,106.79548506904693,0.0
"Raft Art Space, Darwin, NT",,,,,
"Centre de Reflexion sur l'Image et ses Contexts, Sierre, Switzerland",,,,,
"24 Hour Art Gallery, Darwin, NT",,,,,
"Dock 11, Berlin, Germany","Dock 11, 79, Kastanienallee, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10435, Deutschland","(52.536468, 13.408377, 0.0)",52.536468,13.408377,0.0
"Museum of Contemporary Art, Tokyo, Japan","東京都現代美術館, 江東区三好４－１－１, 三ツ目通り, 平野三丁目, 江東区, 東京都, 135-0022, 日本","(35.6797754, 139.80878784929317, 0.0)",35.6797754,139.80878784929317,0.0
"Marina Beach-Ancol, Jakarta, Indonesia",,,,,
"Asia Society Gallery, New York City, USA",,,,,
"Bentura Budaya, Yogyakarta, Indonesia",,,,,
"Fukuoka Art Museum, Japan","福岡市美術館, 国体道路, 草香江一丁目, 中央区, 福岡市, 福岡県, 810-0043, 日本","(33.583938950000004, 130.37973131902044, 0.0)",33.583938950000004,130.37973131902044,0.0
"Tenjin Area, Fukuoka, Japan",,,,,
"Daimaru Shopping Centre, Fukuoka, Japan",,,,,
"Sherman Galleries Goodhope & Hargrave, Sydney, NSW",,,,,
"Auckland City Art Gallery, Auckland, NZ",,,,,
"RoslynOxley9 Gallery, Sydney, NSW",,,,,
"Sydney International Furniture Show, NSW",,,,,
"L'otel, Darlinghurst, Sydney, NSW",,,,,
"Bonython Gallery, Sydney, NSW",,,,,
"ARC One Gallery, Melbourne, Vic.",,,,,
"Sherman Galleries Hargrave, Sydney, NSW",,,,,
"Sherman Galleries Goodhope, Sydney",,,,,
"Art Gallery of Ontario, Canada","Art Gallery of Ontario, 317, Dundas Street West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 1G4, Canada","(43.6536128, -79.39278002828382, 0.0)",43.6536128,-79.39278002828382,0.0
"Mori Gallery, Sydney, NSW",,,,,
"National Museum of Art, Osaka Japan",,,,,
"Kunstlerhaus Bethanien, Berlin, Germany","Künstlerhaus Bethanien, Kottbusser Straße, Luisenstadt, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland","(52.4971249, 13.4188484, 0.0)",52.4971249,13.4188484,0.0
"Parco Space 5, Tokyo, Japan",,,,,
"Albury Regional Art Centre, Albury, NSW",,,,,
"George Petelin Gallery, Southport, Gold Coast, Qld",,,,,
"Woodford Folk Festival, Woodford, Qld",,,,,
"BlackARTS Indigenous Festival, Judith Wright Centre, Brisbane, Qld",,,,,
"Monash University Museum of Art, Melbourne, Vic.","Monash University Museum of Art, Dandenong Road, Caulfield East, Melbourne, City of Glen Eira, Victoria, 3145, Australia","(-37.8771439, 145.0460965, 0.0)",-37.8771439,145.0460965,0.0
"Australian Art Resources, Melbourne, Vic.",,,,,
"Hazelhurst Regional Gallery, Sydney, NSW","Hazelhurst Regional Gallery and Arts Centre, Talara Road, Gymea, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, 2227, Australia","(-34.03312295, 151.08224418940046, 0.0)",-34.03312295,151.08224418940046,0.0
"Museo de Arts Contemporaneo de Monterrey, Mexico",,,,,
"National Museum of Art, Riga, Latvia",,,,,
"Vollum College Center Gallery, Reed College, Portland, Oregon, USA",,,,,
"P.S.1, New York, USA","Public School 1, Brighton Street, Tottenville, Staten Island, City of New York, New York, 10307, United States","(40.50861985, -74.24396655, 0.0)",40.50861985,-74.24396655,0.0
"Matt's Gallery, London, UK",,,,,
"Watters Gallery, Sydney, NSW",,,,,
"Boutwell Draper Gallery, Sydney, NSW",,,,,
"Ruine der Kuenste, Berlin, Germany","Ruine der Künste, 5, Hittorfstraße, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland","(52.451719350000005, 13.285486868973216, 0.0)",52.451719350000005,13.285486868973216,0.0
"Galerie Lunami, Tokyo, Japan",,,,,
"Royal Danis Academy of Arts, Copenhagen, Denmark",,,,,
"Heide Museum of Modern Art, Melbourne, VIC","Heide Museum of Modern Art, Templestowe Road, Bulleen, Melbourne, City of Manningham, Victoria, 3105, Australia","(-37.7586271, 145.0842075, 0.0)",-37.7586271,145.0842075,0.0
"P.S.1, New York City, NY, USA","Public School 1, Brighton Street, Tottenville, Staten Island, City of New York, New York, 10307, United States","(40.50861985, -74.24396655, 0.0)",40.50861985,-74.24396655,0.0
"Institute of Contemporary Art, Sydney, NSW",,,,,
"Metro 5 Gallery, Melbourne, Vic.",,,,,
"Moomba Room, Chevron Hotel, Surfers Paradise, Qld",,,,,
"BREENSPACE, Sydney, NSW",,,,,
"Fremantle Art Centre, Fremantle, WA",,,,,
"Atelier EA+, Azores, Portugal",,,,,
"Deloitte, Sydney, NSW","Deloitte Touche Tohmatsu Australia, 225, George Street, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.8627843, 151.2074773, 0.0)",-33.8627843,151.2074773,0.0
"Arc One Gallery, Melbourne, Vic.",,,,,
"Australian Dreaming Art, Melbourne, Vic.",,,,,
"Indigenart in association with the Koori Heritage Trust, Fremantle, Melbourne, Vic.",,,,,
"Koorie Heritage Trust, Melbourne, Vic.","Koorie Heritage Trust, Princes Walk, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8181571, 144.969102, 0.0)",-37.8181571,144.969102,0.0
"Dantes Upstairs Gallery, Melbourne, Vic.",,,,,
"Wembley, London, UK","Wembley Stadium, Atlantic Crescent, London Borough of Brent, London, Greater London, England, HA9 0PY, United Kingdom","(51.55606945, -0.27960339379401444, 0.0)",51.55606945,-0.27960339379401444,0.0
"Presented by LMAKprojects, New York, USA",,,,,
"Victoria Memorial Museum of Calcutta, India",,,,,
"The Guggenheim Museum, New York, USA",,,,,
"Gallery Boreas, Williamsburg",,,,,
"Robert Gordon University, Grays School of Art, Aberdeen, Scotland",,,,,
"Tiananmen Square, Beijing, China","天安门广场, 东华门街道, 北京市, 东城区, 首都功能核心区, 北京市, 100010, 中国","(39.90272175, 116.39144087676334, 0.0)",39.90272175,116.39144087676334,0.0
"Swan Hill Regional Art Gallery, Vic","Swan Hill Regional Art Gallery, Marraboor Street, Swan Hill, Rural City of Swan Hill, Victoria, 3585, Australia","(-35.34934785, 143.56472375650952, 0.0)",-35.34934785,143.56472375650952,0.0
"Johnston Gallery, Perth, WA.",,,,,
"The National Art Center, Tokyo, Japan",,,,,
"Roger Williams Contemporary, Auckland, New Zealand",,,,,
"El Zanjon, Buenos Aires, Argentina",,,,,
"Foley Gallery, New York, USA",,,,,
"Monash University Gallery, Melbourne, Vic.",,,,,
"Bathurst Regional Art Gallery, Bathurst, NSW","Bathurst Regional Art Gallery, Keppel Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","(-33.42289495, 149.57935342500002, 0.0)",-33.42289495,149.57935342500002,0.0
"9th Montreal Photography Biennale, Maison de la culture Plateau-Mont-Royal, Montreal, Canada",,,,,
"Kalli Rolfe Contemporary Art, Melbourne, Vic.",,,,,
"Nexus Gallery, Adelaide, SA",,,,,
"Stills Gallery, Sydney, NSW",,,,,
"Museum of Modern Art at Heide, Melbourne, Vic.",,,,,
"Sir Hermann Black Gallery, University of Sydney, NSW",,,,,
"National Gallery of Thailand, Bangkok, Thailand",,,,,
"photographic, New York, USA","Ron Jordan Natoli Photographic Studio, Court Street, Carroll Gardens, Brooklyn, Kings County, City of New York, New York, 11231, United States","(40.6822135, -73.9961378, 0.0)",40.6822135,-73.9961378,0.0
"Gold Coast City Art Gallery, Gold Coast, Qld",,,,,
"Stripp Gallery, Melbourne, Vic.",,,,,
"Galerija Kapelica, Ljubljana, Slovenia",,,,,
"Interaccess, Toronto, Canada",,,,,
"The Arches, Glasgow, Scotland","The Arches, Argyle Street, Blythswood Holm, Glasgow, Glasgow City, Alba / Scotland, G2 8DL, United Kingdom","(55.8583752, -4.2587576, 0.0)",55.8583752,-4.2587576,0.0
"Museum of Contemporary Art, Los Angeles, California, USA","Museum of Contemporary Art, 250, South Grand Avenue, Bunker Hill, Downtown, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90012, United States","(34.05328815, -118.25062277616152, 0.0)",34.05328815,-118.25062277616152,0.0
"City Museum of Contemporary Art, Fukui, Japan",,,,,
"V2 / Lantaren, Rotterdam, The Netherlands",,,,,
"Artspace, Auckland, NZ","Artspace, Karangahape Road Cycleway, Aotea Arts Quarter, Newton, Auckland, Waitematā, Auckland, 1002, New Zealand/Aotearoa","(-36.8578236, 174.7579006, 0.0)",-36.8578236,174.7579006,0.0
"Museum of Contemporary Art, Lyon, France",,,,,
"Oratoria delle Maddalene, Padua, Italy",,,,,
"NGBK, Berlin, Germany",,,,,
"Spiral, Tokyo, Japan","スパイラル, 青山通り, 北青山三丁目, 港区, 東京都, 107-0042, 日本","(35.6635676, 139.71176317009582, 0.0)",35.6635676,139.71176317009582,0.0
"Monash University Museum of Art, Clayton, Melbourne, Vic.",,,,,
"Museum of Modern Art at Heide, Bulleen, Vic.",,,,,
"Kulturhuset, Stockholm, Sweden","Kulturhuset, Beridarebansgatan, Klara, Norrmalm, Norrmalms stadsdelsområde, Stockholms kommun, Stockholms län, 111 51, Sverige","(59.3319442, 18.064666999407592, 0.0)",59.3319442,18.064666999407592,0.0
"New York Studio School, New York, USA","New York Studio School of Drawing, Painting and Sculpture, MacDougal Alley, Washington Square Village, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10011, United States","(40.7322674, -73.9972548, 0.0)",40.7322674,-73.9972548,0.0
"OXY Gallery, Osaka, Japan",,,,,
"The Performance Space, Sydney, NSW",,,,,
"Victorian College of the Arts, Melbourne, Vic.","Victorian College of the Arts Secondary School, 55-65, Miles Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","(-37.8284625, 144.96495554566633, 0.0)",-37.8284625,144.96495554566633,0.0
"The Kitchen Centre for Video and Music, New York, USA",,,,,
"Franklin Furnace, New York, USA",,,,,
"Galerie Impact, Lausanne, Switzerland",,,,,
"National Museum of Art, Osaka, Japan",,,,,
"Siegel Contemporary Art Inc., New York, USA",,,,,
"Royal Melbourne Institute of Technology Gallery, Melbourne, Vic.",,,,,
"Art Projects, Melbourne, Vic.",,,,,
"Museum des 20 Juhrhunderts, Vienna, Austria",,,,,
"Inhibodress Gallery, Sydney, NSW",,,,,
"Bonython Art Gallery, Sydney, NSW",,,,,
"Reid Gallery, Brisbane, Qld",,,,,
"Muse Gallery, Sydney, NSW",,,,,
"SAUC Gallery, Sydney, NSW",,,,,
"Hawkesbury Regional Gallery, Sydney, NSW",,,,,
"Ivan Dougherty Gallery, University of NSW, Sydney, NSW",,,,,
"Tin Sheds Gallery, University of Sydney, Sydney, NSW",,,,,
"The Other Gallery, Banff Centre, Alberta, Canada",,,,,
"Jackman Gallery, Melbourne, VIC",,,,,
"Mary Place Gallery, Sydney, NSW",,,,,
"Mary Place Gallery, Paddington, NSW",,,,,
"BDAS, Bowral, NSW",,,,,
"Harrington Street Artists Cooperative, Sydney, NSW",,,,,
"Nellie Castan Gallery, Melbourne, VIC",,,,,
"Karen Brown Gallery, Darwin, NT",,,,,
"The Arts Centre, Melbourne, VIC","Curve Bar, 100, St Kilda Road, Southbank, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.821852, 144.968341, 0.0)",-37.821852,144.968341,0.0
"Saint-Auvent Castle, Limosin, France",,,,,
"138 Lygon St, Brunswick, Melbourne, VIC","Champs Workshop, 138, Lygon Street, Brunswick East, Melbourne, City of Merri-bek, Victoria, 3057, Australia","(-37.7738566, 144.97146517876712, 0.0)",-37.7738566,144.97146517876712,0.0
"Artspace, Mackay, QLD","Artspace Mackay, Gordon Street, Mackay, Mackay Regional, Queensland, 4740, Australia","(-21.1431069, 149.182468734282, 0.0)",-21.1431069,149.182468734282,0.0
"Melbourne Town Hall, Melbourne, VIC","Melbourne Town Hall, 90-120, Swanston Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8149155, 144.96684862935388, 0.0)",-37.8149155,144.96684862935388,0.0
"Gertrude Contemporary Art Spaces, Melbourne, VIC",,,,,
"Flinders University Art Museum, Adelaide, SA",,,,,
"Brisbane Powerhouse, Live Arts, Brisbane, QLD",,,,,
"Melbourne Festival Opening, Melbourne, VIC",,,,,
"Platform 2, The Thin Line, Melbourne, VIC",,,,,
"Djamu Gallery, Sydney, NSW",,,,,
"Cairns Regional Gallery, Cairns, QLD","Cairns Regional Gallery, Shields Street, Cairns City, Cairns, Cairns Regional, Queensland, 4870, Australia","(-16.9212902, 145.7771559, 0.0)",-16.9212902,145.7771559,0.0
"Project Space, Royal Melbourne Institute of Technology, Melbourne, VIC",,,,,
"Prince of Wales Hotel, Melbourne, VIC","Prince of Wales Hotel, 109, Church Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia","(-37.8146637, 145.0000973, 0.0)",-37.8146637,145.0000973,0.0
"Open Season Gallery, Melbourne, VIC",,,,,
"Grand Central, Melbourne, VIC","Grand Central, Tarneit, Melbourne, City of Wyndham, Victoria, 3029, Australia","(-37.8395117, 144.63830734005234, 0.0)",-37.8395117,144.63830734005234,0.0
"Australian Centre for Contemporary Art, Melbourne, VIC","Australian Centre for Contemporary Art, 111, Sturt Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","(-37.8266419, 144.9668874, 0.0)",-37.8266419,144.9668874,0.0
"St Kilda, Melbourne, VIC","St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","(-37.8638261, 144.981637, 0.0)",-37.8638261,144.981637,0.0
"Elastic Residence, London, UK",,,,,
"University of Hertfordshire Galleries, Hatfield, UK",,,,,
"H29 Gallery, Brussels, Belgium",,,,,
"Century Gallery, ACAVA Studios, London, UK",,,,,
"Jerwood Space, London, UK","Jerwood Space, 171, Union Street, Bankside, The Borough, London Borough of Southwark, London, Greater London, England, SE1 0LN, United Kingdom","(51.503614, -0.09929885399664284, 0.0)",51.503614,-0.09929885399664284,0.0
"Christine Abrahams Gallery, Melbourne, Vic.",,,,,
"Lalit Kala Akademi, New Delhi, India",,,,,
"Australia Council for the Arts Studio, NY, USA",,,,,
"Rom Gallery, Sydney, NSW",,,,,
"EMR Galleries, Sydney, NSW",,,,,
"Salamanca Arts Centre, Hobart, TAS","Salamanca Arts Centre, Woobys Lane, Battery Point, Hobart, City of Hobart, Tasmania, 7004, Australia","(-42.887096299999996, 147.33387028052593, 0.0)",-42.887096299999996,147.33387028052593,0.0
"Entrepot Gallery, Hobart, TAS",,,,,
"CAST Gallery, Hobart, TAS",,,,,
"Plimsoll Gallery, Hobart, TAS",,,,,
"Centre for the Arts Video Department 1980-2000, Long Gallery, Hobart, TAS",,,,,
"Snobby Socks Gallery, Hobart, TAS",,,,,
"Gold Coast, Qld","Gold Coast City, Queensland, Australia","(-28.0023731, 153.4145987, 0.0)",-28.0023731,153.4145987,0.0
"Perth, WA","Perth, City of Perth, Western Australia, 6000, Australia","(-31.9558933, 115.8605855, 0.0)",-31.9558933,115.8605855,0.0
"TarraWarra Museum of Art, Yarra Glen, Vic.","TarraWarra Museum of Art, 313, Healesville - Yarra Glen Road, Healesville, Melbourne, Shire of Yarra Ranges, Victoria, 3777, Australia","(-37.6596335, 145.46918739760827, 0.0)",-37.6596335,145.46918739760827,0.0
"Connie Dietzschold Gallery, Sydney, NSW",,,,,
"Anna Schwarts Gallery, Melbourne, Vic.",,,,,
"Robert Lindsay Gallery, Melbourne, Vic.",,,,,
"Pyo Gallery, Seoul, Korea","표화랑, 소월로, 경리단길, 이태원2동, 용산구, 서울, 04346, 대한민국","(37.541421, 126.996029, 0.0)",37.541421,126.996029,0.0
"Chameleon Contemporary Art Space, Hobart, Tas.",,,,,
"Victorian College of the Arts Gallery, Melbourne, Vic.",,,,,
"Wagga Wagga City Art Gallery, NSW",,,,,
"Palais de Rhin, Strasbourg, France",,,,,
"United Artist Gallery, Melbourne, Vic.",,,,,
"Air & Space Studio, London, UK",,,,,
"Rimini, Italy","Rimini, Emilia-Romagna, Italia","(43.9470982, 12.630768610516004, 0.0)",43.9470982,12.630768610516004,0.0
"Tolarno Galleries, Melbourne, Vic.",,,,,
"Richard Demarco Gallery, Edinburgh, UK",,,,,
"Gorman House, Canberra, ACT","Gorman House, Batman Street, Braddon, North Canberra, District of Canberra Central, Australian Capital Territory, 2612, Australia","(-35.2778317, 149.13754805638024, 0.0)",-35.2778317,149.13754805638024,0.0
"Elizabeth Bay House, Sydney, NSW","Elizabeth Bay House, 7, Onslow Avenue, Elizabeth Bay, Sydney, Council of the City of Sydney, New South Wales, 2011, Australia","(-33.8701309, 151.22645359864117, 0.0)",-33.8701309,151.22645359864117,0.0
"Palm House, Royal Botanic Gardens, Sydney, NSW",,,,,
"Ivan Dougherty Gallery, College of Fine Arts, Sydney, NSW",,,,,
"Glebe, Sydney, NSW","Glebe, Inner West, Sydney, Council of the City of Sydney, New South Wales, 2037, Australia","(-33.8777782, 151.1862377, 0.0)",-33.8777782,151.1862377,0.0
"Burnie Regional Gallery, Burnie, TAS","City of Burnie Regional Art Gallery, Wilmot Street, Burnie, City of Burnie, Tasmania, 7320, Australia","(-41.0506828, 145.9025777, 0.0)",-41.0506828,145.9025777,0.0
"Embassy of Australia, Washington DC, USA","Embassy of Australia, Dupont Circle, Washington, District of Columbia, 20036, United States","(38.90796655, -77.0369963514562, 0.0)",38.90796655,-77.0369963514562,0.0
"Shepparton Art Gallery, Shepparton, Vic.",,,,,
"Chapman Gallery, Canberra, ACT",,,,,
"Dick Bett Gallery, Hobart, Tas.",,,,,
"Tasmanian Museum & Art Gallery, Hobart, Tas.","Tasmanian Museum and Art Gallery, Dunn Place, Hobart, City of Hobart, Tasmania, 7000, Australia","(-42.8819659, 147.33201014693918, 0.0)",-42.8819659,147.33201014693918,0.0
"Syme Dodson Gallery, Sydney, NSW",,,,,
"Salamanca Place Gallery, Hobart, Tas.",,,,,
"Oriel Gallery, Ascot, Brisbane, Qld",,,,,
"Michael Commerford Gallery, Sydney, NSW",,,,,
"Pokolbin, NSW","Pokolbin, Cessnock, Cessnock City Council, New South Wales, 2320, Australia","(-32.7792106, 151.2978747, 0.0)",-32.7792106,151.2978747,0.0
"Morpeth Gallery, Hunter Valley, NSW",,,,,
"Menzies Research Institute, Cascade Covention Centre, Hobart, Tas.",,,,,
"Art Mob, Hobart, TAS",,,,,
"Queensland Potters Association, Brisbane, Qld",,,,,
Berlin,"Berlin, Deutschland","(52.5170365, 13.3888599, 0.0)",52.5170365,13.3888599,0.0
Cairns Regional Art Gallery,,,,,
"William Mora Galleries, Sydney, NSW",,,,,
"Surfers Paradise, Qld","Surfers Paradise, Gold Coast City, Queensland, 4217, Australia","(-27.9989899, 153.42398, 0.0)",-27.9989899,153.42398,0.0
"Carnegie Gallery, Hobart, Tas.","Maritime Museum of Tasmania, 16, Argyle Street, Hobart, City of Hobart, Tasmania, 7000, Australia","(-42.88263285, 147.3316158158877, 0.0)",-42.88263285,147.3316158158877,0.0
"Penrith Regional Gallery, Penrith, NSW","Penrith Regional Gallery & Lewers Bequest, Emu Plains, Penrith, Sydney, Penrith City Council, New South Wales, 2750, Australia","(-33.75838175, 150.66455904439798, 0.0)",-33.75838175,150.66455904439798,0.0
"Government House, Sydney, NSW","Government House, Macquarie Street, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.85992545, 151.21512472019754, 0.0)",-33.85992545,151.21512472019754,0.0
Poland,Polska,"(52.215933, 19.134422, 0.0)",52.215933,19.134422,0.0
"Beaumauris, Vic.",,,,,
"The Craft Centre, South Yarra, Vic.",,,,,
Brisbane Qld,"Brisbane City, Queensland, Australia","(-27.4689682, 153.0234991, 0.0)",-27.4689682,153.0234991,0.0
"Ace of Clubs Hall, Redcliffe, QLD",,,,,
"127 Creek Street, Brisbane, QLD","pipenetworks house, 127, Creek Street, Brisbane City, Greater Brisbane, Queensland, 4001, Australia","(-27.46569195, 153.02776447566507, 0.0)",-27.46569195,153.02776447566507,0.0
"Chevron Hotel, Surfers Paradise, QLD","Towers of chevron renaissance, Elkhorn Avenue, Surfers Paradise, Gold Coast City, Queensland, 4217, Australia","(-27.9990528, 153.4274846, 0.0)",-27.9990528,153.4274846,0.0
"Dalby Art Group, Dalby, QLD",,,,,
"Sundale Shopping Centre, Southport, QLD",,,,,
"University of Queensland, St Lucia,  QLD","University of Queensland, Chancellors Place, St Lucia, Greater Brisbane, Queensland, 4072, Australia","(-27.49812265, 153.01115774939956, 0.0)",-27.49812265,153.01115774939956,0.0
"University Of Queensland, St Lucia, QLD","University of Queensland, Chancellors Place, St Lucia, Greater Brisbane, Queensland, 4072, Australia","(-27.49812265, 153.01115774939956, 0.0)",-27.49812265,153.01115774939956,0.0
"TC Beirne's Art Gallery, Fortitude Valley, QLD",,,,,
"Finney's Auditorium, Brisbane QLD",,,,,
"TC Beirne's Ar Galery, Fortitude Valley, QLD",,,,,
"Toowoomba Art Gallery, Toowoomba, QLD","Toowoomba Regional Art Gallery, 531, Ruthven Street, Toowoomba City, Toowoomba, Queensland, 4350, Australia","(-27.56365975, 151.95255566547246, 0.0)",-27.56365975,151.95255566547246,0.0
"Finny's Auditorium, Brisbane, QLD",,,,,
"Finney's Auditoium, Brisbane, QLD",,,,,
"Demoaly House, Toowoomba, QLD",,,,,
"Contemporary Art Society of Australia ( Queensland Branch), Brisbane, QLD",,,,,
"Finney's Auditorium, Brisbane, QLD",,,,,
"TC Berine's Art Gallery, Fortitude Valley, QLD",,,,,
"Eager's Retail Pty Ltd, Brisbane, QLD",,,,,
"Rudy Komon Gallery,  Sydney, NSW",,,,,
"Eager's Retail Pty Ltd, Brisbane, Qld",,,,,
"Arts Council of Australia (Queensland Divisiion), Brisbane, QLD",,,,,
"Australian Hotel, Brisbane, QLD","Australian National Hotel, Stanley Street, East Brisbane, Woolloongabba, Greater Brisbane, East Brisbane, Queensland, 4169, Australia","(-27.48737645, 153.0400119001955, 0.0)",-27.48737645,153.0400119001955,0.0
"Arts Council of Australia (Queensland Division"", Brisbane, QLD",,,,,
"Australian Hotel, Brisbane. QLD","Australian National Hotel, Stanley Street, East Brisbane, Woolloongabba, Greater Brisbane, East Brisbane, Queensland, 4169, Australia","(-27.48737645, 153.0400119001955, 0.0)",-27.48737645,153.0400119001955,0.0
"City Buildings, Edward Street, Brisbane, QLD",,,,,
"Allan and Stark's Art Gallery, Brisbane, QLD",,,,,
"Finney's Art Gallery, Brisbane, QLD",,,,,
"Little Karma Gallery,  Adelaide Street, Brisbane, QLD",,,,,
"Rainmoth Gallery, Waikerie, SA",,,,,
"Barr Smith Library, University of Adelaide, Adelaide, SA",,,,,
"NONA Gallery, Brisbane Institute of Art, Brisbane, Qld",,,,,
South Australia,"South Australia, Australia","(-30.5343665, 135.6301212, 0.0)",-30.5343665,135.6301212,0.0
"Art on Cairncross, Montville, Qld",,,,,
"Galloway Gallery, Brisbane, Qld",,,,,
"Tony Gill Galleries, Montville, Qld",,,,,
"West Street Gallery, Sydney, NSW",,,,,
"Wembley Stadium, London, UK","Wembley Stadium, Atlantic Crescent, London Borough of Brent, London, Greater London, England, HA9 0PY, United Kingdom","(51.55606945, -0.27960339379401444, 0.0)",51.55606945,-0.27960339379401444,0.0
"Rundle Street Gallery, Adelaide, SA",,,,,
"Albion Street Gallery, Sydney, NSW",,,,,
"Albtion Street Gallery, Sydney, NSW",,,,,
"PCL Exhibitionists Gallery, Sydney, NSW",,,,,
"Global Gallery, Sydney, NSW",,,,,
"UTS Gallery, University of Technology, Sydney, NSW",,,,,
"Tinsheds Gallery, University of Sydney, Sydney, NSW",,,,,
"SCA Rozelle, Sydney, NSW",,,,,
"Sydney College of the Arts, University of Sydney, Sydney, NSW",,,,,
"Virginia Wilson Gallery, Sydney, NSW",,,,,
"Ivan Dougherty Gallery, University of New South Wales, Sydney, NSW",,,,,
"At The Vanishing Point Gallery, Sydney, NSW",,,,,
"Peloton Galleries, Sydney, NSW",,,,,
"Newington Armoury Gallery, Sydney Olympic Park, Sydney, NSW",,,,,
"Utopian Slumps, Melbourne, VIC",,,,,
Fremantle Arts Centre,"Fremantle Arts Centre, Ord Street, Fremantle, City of Fremantle, Western Australia, 6160, Australia","(-32.0476763, 115.75398366858606, 0.0)",-32.0476763,115.75398366858606,0.0
"Cult Gallery, Vienna",,,,,
"Newcastle, NSW","Newcastle, Newcastle City Council, New South Wales, 2300, Australia","(-32.9192953, 151.7795348, 0.0)",-32.9192953,151.7795348,0.0
"CSA, Christchurch, NZ",,,,,
"Wellington City Council, Wellington, NZ","Wellington City Council Offices, Te Ngākau Civic Square, Te Aro, Wellington, Wellington City, Wellington, 6011, New Zealand/Aotearoa","(-41.28893105, 174.776558381553, 0.0)",-41.28893105,174.776558381553,0.0
"Snowwhite, Unitec, Auckland, NZ",,,,,
"Depot Artspace, Devonport, NZ","Depot Artspace, 28, Clarence Street, Devonport, Devonport-Takapuna, Auckland, 0624, New Zealand/Aotearoa","(-36.829767700000005, 174.79592785653472, 0.0)",-36.829767700000005,174.79592785653472,0.0
"Room 2, Upper Queen Street, Auckland, NZ",,,,,
"Lincoln University, Canterbury, NZ","Lincoln University, Ellesmere Junction Road, Hudson, Lincoln, Selwyn District, Canterbury, 7647, New Zealand/Aotearoa","(-43.644314, 172.4653325494948, 0.0)",-43.644314,172.4653325494948,0.0
"GroundFloor Gallery, Balmain, Sydney, NSW",,,,,
"Groundfloor Gallery, Balmain, Sydney, NSW",,,,,
"Snowwhite, Auckland, NZ",,,,,
"Objectspace, Auckland, NZ","Objectspace, Rose Road, Grey Lynn, Auckland, Waitematā, Auckland, 1011, New Zealand/Aotearoa","(-36.8579941, 174.7474367, 0.0)",-36.8579941,174.7474367,0.0
"Flux Factory, New York, USA","Flux Factory, 39-31, 29th Street, Court Square, Queens, City of New York, New York, 11101, United States","(40.7527012, -73.9350775, 0.0)",40.7527012,-73.9350775,0.0
"Auckland, NZ","Auckland, Waitematā, Auckland, 1010, New Zealand/Aotearoa","(-36.852095, 174.7631803, 0.0)",-36.852095,174.7631803,0.0
"J Hogan & Sons Gallery, Melbourne,  VIC",,,,,
"Society of Artists' Rooms, Queen Victoria Market, Sydney, NSW",,,,,
"W.H. Gill's Room (commercial gallery), Melbourne, VIC",,,,,
"RAS rooms, Sydney, NSW",,,,,
"Queen Victoria Market, Sydney, NSW",,,,,
"Institute of Modern Art, Brisbane, QLD","Institute of Modern Art, 420, Brunswick Street, Fortitude Valley, Brisbane City, Queensland, 4006, Australia","(-27.459477, 153.036797, 0.0)",-27.459477,153.036797,0.0
"Les Brasseurs, Liege, Belgium",,,,,
"Palace Gallery, South Brisbane, QLD",,,,,
"Ryan Renshaw Gallery, Brisbane, QLD",,,,,
"Lake Macquarie City Art Gallery, Booragul, NSW",,,,,
"Koorie Business Network, Melbourne, VIC",,,,,
"Manningham Gallery, Doncaster, VIC",,,,,
"Fitzroy, VIC","Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.8010382, 144.9792611, 0.0)",-37.8010382,144.9792611,0.0
"Artist's studio, 230 Russell Street, Melbourne, VIC",,,,,
"Fireworks Gallery,Newstead, QLD",,,,,
