text,category,cat_count,clean_text,clean_text_sampled,cluster
"Onesixteenth is a South Australian Indigenous Visual Arts collective that aims to support and promote contemporary urban Indigenous art and artists. Our focus is to support and encourage diversity of practice and experimentation within the indigenous arts sector.
Since late 2013, we have curated several exhibitions throughout Tarndanyangga with local and interstate Indigenous artists. In addition to exhibitions, onesixteenth plays an active part in promoting contemporary indigenous art in the wider art community and presents events and community based art projects that showcase local and national Indigenous artists.
Based in Adelaide, our current collective members are local practicing artists and curators Tamara Baillie, Coby Edgar, Eleanor Scicchitano, James Tylor and Raymond Zada", Onesixteenth Indigenous Visual Arts Collective ,1,onesixteenth south australian indigenous visual arts collective aims support promote contemporary urban indigenous art artists focus support encourage diversity practice experimentation within indigenous arts sector since late curated several exhibitions throughout tarndanyangga local interstate indigenous artists addition exhibitions onesixteenth plays active part promoting contemporary indigenous art wider art community presents events community based art projects showcase local national indigenous artists based adelaide current collective members local practicing artists curators tamara baillie coby edgar eleanor scicchitano james tylor raymond zada,onesixteenth south australian indigenous visual arts collective aims support promote contemporary urban indigenous art artists focus support encourage diversity practice experimentation within indigenous arts sector since late curated several exhibitions throughout tarndanyangga local interstate indigenous artists addition exhibitions onesixteenth plays active part promoting contemporary indigenous art wider art community presents events community based art projects showcase local national indigenous artists based adelaide current collective members local practicing artists curators tamara baillie coby edgar eleanor scicchitano james tylor raymond zada,3
feat. Alessandro Ludovico vs. Paolo Cirio,UBERMORGEN.COM,1,feat alessandro ludovico vs paolo cirio,feat alessandro ludovico vs paolo cirio,3
"Collaborative jewellery studio established by Blanche Tilden and Phoebe Porter in Melbourne in 2005.Jewellers Phoebe Porter and Blanche Tilden met after Porter was awarded the Australia Council Emerging Artist Mentorship to work with Tilden for a three month period. Finding that their interests and passions were in accord the pair established Studio Hacienda in Melbourne in 2005. Both have degrees from the Australian National University School of Art, where they studied gold and silversmithing, and glass. 
Tilden’s inspiration comes from the industrial age and its mass production techniques. Porter’s work experiences have fuelled her ability to develop tools and processes. They are able to make some of their own tools and also use specialist industries for making multiples of their prototyped components.
Both have also experienced the value of mentorship, Tilden with Susan Cohn, and Porter with Tilden. In the studio each continues their own individual practice. However, Tilden’s experience, for example, has broadened Porter’s understanding of serial production, while Porter’s computer-aided drawing skills have introduced Tilden to the benefits of electron wire cutting.
Tilden and Porter’s works were included in the 2007 exhibition 'Smart works: design and the handmade' at the Powerhouse Museum.",Studio Hacienda,1,collaborative jewellery studio established blanche tilden phoebe porter melbourne jewellers phoebe porter blanche tilden met porter awarded australia council emerging artist mentorship work tilden three month period finding interests passions accord pair established studio hacienda melbourne degrees australian national university school art studied gold silversmithing glass tilden inspiration comes industrial age mass production techniques porter work experiences fuelled ability develop tools processes able make tools also use specialist industries making multiples prototyped components also experienced value mentorship tilden susan cohn porter tilden studio continues individual practice however tilden experience example broadened porter understanding serial production porter computer aided drawing skills introduced tilden benefits electron wire cutting tilden porter works included exhibition smart works design handmade powerhouse museum,collaborative jewellery studio established blanche tilden phoebe porter melbourne jewellers phoebe porter blanche tilden met porter awarded australia council emerging artist mentorship work tilden three month period finding interests passions accord pair established studio hacienda melbourne degrees australian national university school art studied gold silversmithing glass tilden inspiration comes industrial age mass production techniques porter work experiences fuelled ability develop tools processes able make tools also use specialist industries making multiples prototyped components also experienced value mentorship tilden susan cohn porter tilden studio continues individual practice however tilden experience example broadened porter understanding serial production porter computer aided drawing skills introduced tilden benefits electron wire cutting tilden porter works included exhibition smart works design handmade powerhouse museum,3
"Dinosaur Designs established in 1985 is a collaboration between three jewellery designers, Liane Rossler, Louise Olsen and Stephen Ormandy.The qualities of the handmade have been central to the work of Dinosaur Designs since it was established in Sydney by Louise Olsen, Stephen Ormandy and Liane Rossler in 1985.
In 1986 the three began producing experimental resin jewellery. Dinosaur Designs steadfastly continues to produce its now extensive range of homewares and jewellery in-house. The company manages its own stores in Sydney, Melbourne and New York and distributes to selected retailers around the world.
Casting in resin allows the creation of multiple pieces while retaining the hand-modelled feel of the original prototypes. Many of the casting techniques can only be done by hand. Working directly with dozens of creative assistants in-house allows Dinosaur Designs to achieve a form of mass hand production that offers a successful alternative to conventional manufacturing.
Work by Dinosaur Designs was included in the 2007 exhibition 'Smart works: design and the handmade' at the Powerhouse Museum.",Dinosaur Designs,1,dinosaur designs established collaboration three jewellery designers liane rossler louise olsen stephen ormandy qualities handmade central work dinosaur designs since established sydney louise olsen stephen ormandy liane rossler three began producing experimental resin jewellery dinosaur designs steadfastly continues produce extensive range homewares jewellery house company manages stores sydney melbourne new york distributes selected retailers around world casting resin allows creation multiple pieces retaining hand modelled feel original prototypes many casting techniques done hand working directly dozens creative assistants house allows dinosaur designs achieve form mass hand production offers successful alternative conventional manufacturing work dinosaur designs included exhibition smart works design handmade powerhouse museum,dinosaur designs established collaboration three jewellery designers liane rossler louise olsen stephen ormandy qualities handmade central work dinosaur designs since established sydney louise olsen stephen ormandy liane rossler three began producing experimental resin jewellery dinosaur designs steadfastly continues produce extensive range homewares jewellery house company manages stores sydney melbourne new york distributes selected retailers around world casting resin allows creation multiple pieces retaining hand modelled feel original prototypes many casting techniques done hand working directly dozens creative assistants house allows dinosaur designs achieve form mass hand production offers successful alternative conventional manufacturing work dinosaur designs included exhibition smart works design handmade powerhouse museum,2
"The Amateur Photographic Association exhibited at the 1888-1889 Melbourne Centennial International Exhibition.Victoria Street, Melbourne, exhibited photographs in the Melbourne Centennial International Exhibition 1888-9 Victorian Court Class 12 (Photographic proofs and apparatus) cat. no. 285.]",Amateur Photographic Association,1,amateur photographic association exhibited melbourne centennial international exhibition victoria street melbourne exhibited photographs melbourne centennial international exhibition victorian court class photographic proofs apparatus cat,amateur photographic association exhibited melbourne centennial international exhibition victoria street melbourne exhibited photographs melbourne centennial international exhibition victorian court class photographic proofs apparatus cat,3
"One of Australia's oldest Aboriginal art centres. It began as an arts workshop established on the Ernabella Aboriginal Mission in South Australia in 1948. Since then it has fostered a range of artistic and crafts-based practices, including rug-making, batik, ceramics and painting.In the late 1940s, an arts workshop was set up at the Ernabella Aboriginal Mission in northern South Australia. It provides a continuing opportunity for local women to both earn income and communicate their culture through rugs, batik and wooden works.
From 1996 artists have applied their designs to ceramics. They worked closely with Robin Best and JamFactory Contemporary Craft and Design, in Adelaide. More recently Geoff Crispin has encouraged artists to use manufacturing processes that are effective and easy to manage.
In 2002 Ernabella’s textiles also took a new direction. A project co-ordinated by Pamille Berg translates batik designs into rugs manufactured in China through the companies Korda Bros and Tai Ping.
Works from Ernabella Arts Inc were included in the exhibition 'Smart works: design and the handmade', staged at the Powerhouse Museum in 2007.",Ernabella Arts Inc.,1,one australia oldest aboriginal art centres began arts workshop established ernabella aboriginal mission south australia since fostered range artistic crafts based practices including rug making batik ceramics painting late arts workshop set ernabella aboriginal mission northern south australia provides continuing opportunity local women earn income communicate culture rugs batik wooden works artists applied designs ceramics worked closely robin best jamfactory contemporary craft design adelaide recently geoff crispin encouraged artists use manufacturing processes effective easy manage ernabella textiles also took new direction project co ordinated pamille berg translates batik designs rugs manufactured china companies korda bros tai ping works ernabella arts inc included exhibition smart works design handmade staged powerhouse museum,one australia oldest aboriginal art centres began arts workshop established ernabella aboriginal mission south australia since fostered range artistic crafts based practices including rug making batik ceramics painting late arts workshop set ernabella aboriginal mission northern south australia provides continuing opportunity local women earn income communicate culture rugs batik wooden works artists applied designs ceramics worked closely robin best jamfactory contemporary craft design adelaide recently geoff crispin encouraged artists use manufacturing processes effective easy manage ernabella textiles also took new direction project co ordinated pamille berg translates batik designs rugs manufactured china companies korda bros tai ping works ernabella arts inc included exhibition smart works design handmade staged powerhouse museum,3
"Either an exhibitor or artist of Dugong Fisheries, Queensland. Active at the end of the 19th century.(exhibitor or artist?) of Dugong Fisheries, Queensland, exhibited photographs in the 1888-89 Melbourne Centennial International Exhibition, Queensland Court, Class 12 [photographic proofs and apparatus], cat.72 ( _Official Record_ p.72).",J. L. & Co Ching,1,either exhibitor artist dugong fisheries queensland active end th century exhibitor artist dugong fisheries queensland exhibited photographs melbourne centennial international exhibition queensland court class photographic proofs apparatus cat official record p,either exhibitor artist dugong fisheries queensland active end th century exhibitor artist dugong fisheries queensland exhibited photographs melbourne centennial international exhibition queensland court class photographic proofs apparatus cat official record p,3
"Sonia Leber and David Chesworth have collaborated since 1996, creating unique multi-channel sound and multimedia installations for a diverse range of arts and public spaces. A particular focus is the creation of sonic event spaces in the public domain. 
Public artworks include The Master's Voice, a permanent soundscape installation for City Walk, Canberra, commissioned by ACT Public Art Program in 2001 and 5000 Calls, a permanent soundscape installation commissioned by the Sydney Olympic Park Public Art Program in 2000. Reiterations (Elizabeth Street), an audio project for +Plus Factors, commissioned by the Australian Centre for Contemporary Art in 2006 was also exhibited at the 2007 Madrid Abierto.
Leber and Chesworth created The Gordon Assumption for the visual art program of the Melbourne International Arts Festival in 2004, and Chesworth's opera Cosmonaut was featured in the festival's performance program in the same year.
The video installation, The Persuaders, was commissioned for the Australian Centre for the Moving Image, Melbourne in 2003. Leber and Chesworth collaborated with Simeon Nelson on Proximities: local histories/global entanglements, a built-in soundscape artwork along William Barak Bridge for the 2006 Commonwealth Games in Melbourne and Oceanic Endless for Melbourne's Cardinia Shire Council in 2007. 
Sonia Leber's films have been exhibited widely at film festivals and contemporary art spaces including Germany's Oberhausen International Film Festival, Museum of Contemporary Art, Sydney and Australian Perspecta at the Art Gallery of New South Wales. In 1994, Leber curated the sound art event Earwitness: Excursions in Sound for Melbourne's Contemporary Music Events. 
David Chesworth began creating sound works in 1978 with groups including Essendon Airport at the Clifton Hill Community Music Centre. His music compositions and sound installations have since been performed and exhibited extensively in Australia and internationally.At the same time as research began on Almost Always Everywhere Apparent, Sonia and David began work on a permanent sound installation for Port Arthur prison in Tasmania which has also influened the development of this project.",Leber and Chesworth,1,sonia leber david chesworth collaborated since creating unique multi channel sound multimedia installations diverse range arts public spaces particular focus creation sonic event spaces public domain public artworks include master voice permanent soundscape installation city walk canberra commissioned act public art program calls permanent soundscape installation commissioned sydney olympic park public art program reiterations elizabeth street audio project plus factors commissioned australian centre contemporary art also exhibited madrid abierto leber chesworth created gordon assumption visual art program melbourne international arts festival chesworth opera cosmonaut featured festival performance program year video installation persuaders commissioned australian centre moving image melbourne leber chesworth collaborated simeon nelson proximities local histories global entanglements built soundscape artwork along william barak bridge commonwealth games melbourne oceanic endless melbourne cardinia shire council sonia leber films exhibited widely film festivals contemporary art spaces including germany oberhausen international film festival museum contemporary art sydney australian perspecta art gallery new south wales leber curated sound art event earwitness excursions sound melbourne contemporary music events david chesworth began creating sound works groups including essendon airport clifton hill community music centre music compositions sound installations since performed exhibited extensively australia internationally time research began almost always everywhere apparent sonia david began work permanent sound installation port arthur prison tasmania also influened development project,sonia leber david chesworth collaborated since creating unique multi channel sound multimedia installations diverse range arts public spaces particular focus creation sonic event spaces public domain public artworks include master voice permanent soundscape installation city walk canberra commissioned act public art program calls permanent soundscape installation commissioned sydney olympic park public art program reiterations elizabeth street audio project plus factors commissioned australian centre contemporary art also exhibited madrid abierto leber chesworth created gordon assumption visual art program melbourne international arts festival chesworth opera cosmonaut featured festival performance program year video installation persuaders commissioned australian centre moving image melbourne leber chesworth collaborated simeon nelson proximities local histories global entanglements built soundscape artwork along william barak bridge commonwealth games melbourne oceanic endless melbourne cardinia shire council sonia leber films exhibited widely film festivals contemporary art spaces including germany oberhausen international film festival museum contemporary art sydney australian perspecta art gallery new south wales leber curated sound art event earwitness excursions sound melbourne contemporary music events david chesworth began creating sound works groups including essendon airport clifton hill community music centre music compositions sound installations since performed exhibited extensively australia internationally time research began almost always everywhere apparent sonia david began work permanent sound installation port arthur prison tasmania also influened development project,2
"An ensemble of performers (Dr. Alistair Riddell, Somaya Langley and Simon Burton) utilising custom-built sensor and micro-controller technology in a networked performance environment. The technology was developed to be wearable, providing a more intuitive human computer interface. This in turn offered an alternative approach to the experience of live electronic music performance, for both performers and audience.HyperSense Complex was an ensemble of performers (Dr. Alistair Riddell, Somaya Langley and Simon Burton) utilising custom-built sensor and micro-controller technology in a networked performance environment. The technology was developed to be wearable, providing a more intuitive human computer interface. This in turn offered an alternative approach to the experience of live electronic music performance, for both performers and audience. In a performance context, the audience experiences movement of the performer's hands and bodies as controlling sonic environment.
Each performer wore eight flex-sensors strapped to the fingers. Movement of the sensors on the fingers is detected and generates signal, which is sent via cabling running along the arms to the micro-controllers. The micro-controllers convert signal to data using ADC. This is passed over extended USB connections to a Macintosh G4 PowerBook running Python scripting. The Python code interprets each of the performer data streams and interpolates the data into a composition framework and the output is sent via OSC to a second laptop running SuperCollider3. The second laptop handles control of audio samples, live audio signal input and effects.",Hypersense Complex,1,ensemble performers dr alistair riddell somaya langley simon burton utilising custom built sensor micro controller technology networked performance environment technology developed wearable providing intuitive human computer interface turn offered alternative approach experience live electronic music performance performers audience hypersense complex ensemble performers dr alistair riddell somaya langley simon burton utilising custom built sensor micro controller technology networked performance environment technology developed wearable providing intuitive human computer interface turn offered alternative approach experience live electronic music performance performers audience performance context audience experiences movement performer hands bodies controlling sonic environment performer wore eight flex sensors strapped fingers movement sensors fingers detected generates signal sent via cabling running along arms micro controllers micro controllers convert signal data using adc passed extended usb connections macintosh g powerbook running python scripting python code interprets performer data streams interpolates data composition framework output sent via osc second laptop running supercollider second laptop handles control audio samples live audio signal input effects,ensemble performers dr alistair riddell somaya langley simon burton utilising custom built sensor micro controller technology networked performance environment technology developed wearable providing intuitive human computer interface turn offered alternative approach experience live electronic music performance performers audience hypersense complex ensemble performers dr alistair riddell somaya langley simon burton utilising custom built sensor micro controller technology networked performance environment technology developed wearable providing intuitive human computer interface turn offered alternative approach experience live electronic music performance performers audience performance context audience experiences movement performer hands bodies controlling sonic environment performer wore eight flex sensors strapped fingers movement sensors fingers detected generates signal sent via cabling running along arms micro controllers micro controllers convert signal data using adc passed extended usb connections macintosh g powerbook running python scripting python code interprets performer data streams interpolates data composition framework output sent via osc second laptop running supercollider second laptop handles control audio samples live audio signal input effects,2
"Anna  Davis (b. 1974) and Jason Gee (b.1965) are media artists who began working together in  1999. Their collaborative practice uses sampling, video scratch  techniques, cut-up and projection to agitate the media environment.  Collecting  and manipulating fragments from film, television, computer games and  the Internet, they scavenge the debris of popular culture to explore  disturbing patterns and humour underlying the everyday. Their works have  screened at the Sydney Festival, Big Day Out  and numerous underground electronic music events. Works from their  ongoing Biohead series have been exhibited at the Contemporary  Art Centre of South Australia (CACSA), Campbelltown Art Centre and  Museum of Contemporary Art, Sydney, as well as touring  extensively within regional Australia and Asia. ",Anna Davis and Jason Gee,1,anna davis b jason gee b media artists began working together collaborative practice uses sampling video scratch techniques cut projection agitate media environment collecting manipulating fragments film television computer games internet scavenge debris popular culture explore disturbing patterns humour underlying everyday works screened sydney festival big day numerous underground electronic music events works ongoing biohead series exhibited contemporary art centre south australia cacsa campbelltown art centre museum contemporary art sydney well touring extensively within regional australia asia,anna davis b jason gee b media artists began working together collaborative practice uses sampling video scratch techniques cut projection agitate media environment collecting manipulating fragments film television computer games internet scavenge debris popular culture explore disturbing patterns humour underlying everyday works screened sydney festival big day numerous underground electronic music events works ongoing biohead series exhibited contemporary art centre south australia cacsa campbelltown art centre museum contemporary art sydney well touring extensively within regional australia asia,3
"Women’s Industrial Arts Society (WIAS), one of the earliest groups organised around the concept of industrial and graphic design. The WIAS was formed in 1935 and the Society’s first exhibition was held in May of the same year. Work from such artists, designers and interior designers as Hera Roberts, Phyllis Shillito (an early SIDA member), Jean Bellette, Thea Proctor, Margaret Preston and others was shown.Women's Industrial Arts Society (WIAS), one of the earliest groups organised around the concept of industrial and graphic design.  The WIAS was formed in 1935 and the
Society's first exhibition was held in May of the same year. Work from such artists, designers and interior designers as Hera Roberts, Phyllis Shillito (an early SIDA member), Jean Bellette, Thea Proctor, Margaret Preston and others was shown. Their 1935 show at the Education Department Gallery also included graphic arts on loan from women employed by The Bulletin, Woman and The Home. A review in 1936 states ""The WIAS has evolved from the Women's Painters Society [...] formed by Lillian Chauvel] with Lady Chelmsford [...] 28 years ago. The society has taken club rooms at the Victoria Arcade, Sydney ..."". (""Art in the Home"", SMH 7 May 1936, p.22.
The Secretary of the Industrial Arts Society was located in the Victoria Arcade, Castlereagh Street, Sydney in 1938. This appears to be their office.""Industrial Arts Society's 40 pound prizes. SMH, 2 August 1938, p.4.
First Annual Exhibition. 1935. Women's Industrial Arts Society. [Catalogue] 1935. The First Exhibition of Women's Work in 1907 in the Exhibition Buildings, Melbourne had several categories of ""industrial art"" including furniture. First Exhibition of Women's' Work. Official Souvenir Catalogue, Prell's Buildings, Melbourne, 1907.
""Linking Design and Industry."" Sydney Morning Herald. (Women's Supplement) 16 January 1940. (Thanks to Marisa Sara for supplying this reference)","Women's Industrial Arts Society (WIAS), ",1,women industrial arts society wias one earliest groups organised around concept industrial graphic design wias formed society first exhibition held may year work artists designers interior designers hera roberts phyllis shillito early sida member jean bellette thea proctor margaret preston others shown women industrial arts society wias one earliest groups organised around concept industrial graphic design wias formed society first exhibition held may year work artists designers interior designers hera roberts phyllis shillito early sida member jean bellette thea proctor margaret preston others shown show education department gallery also included graphic arts loan women employed bulletin woman home review states wias evolved women painters society formed lillian chauvel lady chelmsford years ago society taken club rooms victoria arcade sydney art home smh may p secretary industrial arts society located victoria arcade castlereagh street sydney appears office industrial arts society pound prizes smh august p first annual exhibition women industrial arts society catalogue first exhibition women work exhibition buildings melbourne several categories industrial art including furniture first exhibition women work official souvenir catalogue prell buildings melbourne linking design industry sydney morning herald women supplement january thanks marisa sara supplying reference,women industrial arts society wias one earliest groups organised around concept industrial graphic design wias formed society first exhibition held may year work artists designers interior designers hera roberts phyllis shillito early sida member jean bellette thea proctor margaret preston others shown women industrial arts society wias one earliest groups organised around concept industrial graphic design wias formed society first exhibition held may year work artists designers interior designers hera roberts phyllis shillito early sida member jean bellette thea proctor margaret preston others shown show education department gallery also included graphic arts loan women employed bulletin woman home review states wias evolved women painters society formed lillian chauvel lady chelmsford years ago society taken club rooms victoria arcade sydney art home smh may p secretary industrial arts society located victoria arcade castlereagh street sydney appears office industrial arts society pound prizes smh august p first annual exhibition women industrial arts society catalogue first exhibition women work exhibition buildings melbourne several categories industrial art including furniture first exhibition women work official souvenir catalogue prell buildings melbourne linking design industry sydney morning herald women supplement january thanks marisa sara supplying reference,5
"An interdisciplinary collaborative group formed by Jonathan Duckworth, Lawrence Harvey and Mark Guglielmetti in 2000 concerned with exploring virtual reality technologies.Metraform was founded in 2000, in collaboration with the Interactive Information Institute (I-cubed) at RMIT University in Melbourne. Its members were Jonathan Duckworth, Mark Guglielmetti and Lawrence Harvey. Metraform has employed semi-immersive real-time graphics technology to enable audiences to explore virtual reality technologies. Across several projects the team has created virtual environments that delivered experimental arts based content. The experience of this virtual environment was determined by the viewer’s participation.
This record is a stub. You can help by adding more detail.",Metraform,1,interdisciplinary collaborative group formed jonathan duckworth lawrence harvey mark guglielmetti concerned exploring virtual reality technologies metraform founded collaboration interactive information institute cubed rmit university melbourne members jonathan duckworth mark guglielmetti lawrence harvey metraform employed semi immersive real time graphics technology enable audiences explore virtual reality technologies across several projects team created virtual environments delivered experimental arts based content experience virtual environment determined viewer participation record stub help adding detail,interdisciplinary collaborative group formed jonathan duckworth lawrence harvey mark guglielmetti concerned exploring virtual reality technologies metraform founded collaboration interactive information institute cubed rmit university melbourne members jonathan duckworth mark guglielmetti lawrence harvey metraform employed semi immersive real time graphics technology enable audiences explore virtual reality technologies across several projects team created virtual environments delivered experimental arts based content experience virtual environment determined viewer participation record stub help adding detail,2
"Sydney design company founded by Bryan Marshall and David Granger in 1989.  The company specialise in product design.Founded in 1989, Bangdesign is a Sydney design company founded by Bryan Marshall and David Granger.
Bangdesign specialise in product design, including furniture, bathroom fittings, tap ware, sports event objects. They also do interior fit outs and exhibition design. The company is known to experiment with new technologies.
Examples of Bangdesign's work are held at the Powerhouse Museum.",Bangdesign,1,sydney design company founded bryan marshall david granger company specialise product design founded bangdesign sydney design company founded bryan marshall david granger bangdesign specialise product design including furniture bathroom fittings tap ware sports event objects also interior fit outs exhibition design company known experiment new technologies examples bangdesign work held powerhouse museum,sydney design company founded bryan marshall david granger company specialise product design founded bangdesign sydney design company founded bryan marshall david granger bangdesign specialise product design including furniture bathroom fittings tap ware sports event objects also interior fit outs exhibition design company known experiment new technologies examples bangdesign work held powerhouse museum,2
"Airzone Radios was established by Sir Claude Plowman (d.1954) with a factory in Auburn NSW employing 250+ employees making battery-powered mantel radios and related equipment from 1924. Airzone Radio designers are at present unknown.The radio receiver was made by Airzone Ltd. In 1925 Airzone commenced manufacturing crystal sets. The company, like many other Australian electrical consumer item manufacturers, prospered after the introduction of tariffs in 1930. Airzone manufactured radios for other brands including Mullard, Malvern Star & Peal. By the late 1930s the company had become one of Australia's leading radio manufacturers. Airzone was originally located in Dalley Street, Sydney and later at 168-170 Parramatta Road, Auburn, Sydney and Camperdown, New South Wales. [Museum of Applied Arts and Sciences citation.]",Airzone Ltd,1,airzone radios established sir claude plowman factory auburn nsw employing employees making battery powered mantel radios related equipment airzone radio designers present unknown radio receiver made airzone ltd airzone commenced manufacturing crystal sets company like many australian electrical consumer item manufacturers prospered introduction tariffs airzone manufactured radios brands including mullard malvern star peal late company become one australia leading radio manufacturers airzone originally located dalley street sydney later parramatta road auburn sydney camperdown new south wales museum applied arts sciences citation,airzone radios established sir claude plowman factory auburn nsw employing employees making battery powered mantel radios related equipment airzone radio designers present unknown radio receiver made airzone ltd airzone commenced manufacturing crystal sets company like many australian electrical consumer item manufacturers prospered introduction tariffs airzone manufactured radios brands including mullard malvern star peal late company become one australia leading radio manufacturers airzone originally located dalley street sydney later parramatta road auburn sydney camperdown new south wales museum applied arts sciences citation,3
"Australia's first professional design organisation, began in 1947-48 when a group of design professionals including fabric designer and design retailer Frances Burke; graphic specialist R. Haughton James; industrial designer Frederick Ward; industrial designer Charles Furey; graphic designer Max Forbes; Scorgie Anderson, I.M. (Max) Hutchinson and Ron Rosenfeldt met in Melbourne to form the Society of Designers for Industry.The history of the Australian Society of Designers for Industry (SDI), the nation's first professional design organisation, begins in 1947-48 when a group of design professionals including furniture designer Grant Featherston (1922-1995); fabric designer and design retailer Frances Burke (1907-1995); graphic specialist R. Haughton James (1906-85); industrial designer Frederick Ward (1899-1988); industrial designer Charles Furey (b.1915?); graphic designer Max Forbes (1923-90), Selwyn Coffey, Scorgie Anderson, I.M. (Max) Hutchinson, W. Falconer Green  and Ron Rosenfeldt (b.1919)  met in Melbourne to form the Society of Designers for Industry (SDI). In 1950, graphic designer Alistair Morrison, designer/architect Derek Wrigley and architect Arthur Baldwinson formed a New South Wales Chapter of the SDI.",Society of Designers for Industry,1,australia first professional design organisation began group design professionals including fabric designer design retailer frances burke graphic specialist r haughton james industrial designer frederick ward industrial designer charles furey graphic designer max forbes scorgie anderson max hutchinson ron rosenfeldt met melbourne form society designers industry history australian society designers industry sdi nation first professional design organisation begins group design professionals including furniture designer grant featherston fabric designer design retailer frances burke graphic specialist r haughton james industrial designer frederick ward industrial designer charles furey b graphic designer max forbes selwyn coffey scorgie anderson max hutchinson w falconer green ron rosenfeldt b met melbourne form society designers industry sdi graphic designer alistair morrison designer architect derek wrigley architect arthur baldwinson formed new south wales chapter sdi,australia first professional design organisation began group design professionals including fabric designer design retailer frances burke graphic specialist r haughton james industrial designer frederick ward industrial designer charles furey graphic designer max forbes scorgie anderson max hutchinson ron rosenfeldt met melbourne form society designers industry history australian society designers industry sdi nation first professional design organisation begins group design professionals including furniture designer grant featherston fabric designer design retailer frances burke graphic specialist r haughton james industrial designer frederick ward industrial designer charles furey b graphic designer max forbes selwyn coffey scorgie anderson max hutchinson w falconer green ron rosenfeldt b met melbourne form society designers industry sdi graphic designer alistair morrison designer architect derek wrigley architect arthur baldwinson formed new south wales chapter sdi,2
