date_range.date_end.year,date_range.date_end.month,date_range.date_end.day,date_range.date_start.year,date_range.date_start.month,date_range.date_start.day,place.address.ori_address,place.address.country,place.address.state,place.address.city,place.address.postcode,place.ori_dbid.$oid,place.ori_address,place._class_ori,place._class,place.geo_coord.latitude,place.geo_coord.longitude,name,event_id,place.ori_name,place.ori_country,place.display_name,place.address.suburb
1994,1,1,1994,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,"National Gallery of Australia, Canberra, ACT",place,place,-35.30053,149.136282,"""H. J. Wedge""",4da197b8b538b73d9300bc3f,,,,
1992,1,1,1992,1,1,"Tandanya National Aboriginal Cultural Centre, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1ac44b538b73d9301c3b4,"Tandanya National Aboriginal Cultural Centre, Adelaide, SA",place,place,-34.9286212,138.5999594,"""H. J. Wedge""",4da1ac44b538b73d9301c3b5,,,,
2003,1,1,2003,1,1,"Western Foyer, Sydney Opera House, Sydney, New South Wales",Australia,New South Wales,Sydney,Unknown,4da1ac44b538b73d9301c3b2,"Western Foyer, Sydney Opera House, Sydney, NSW",place,place,,,"""H. J. Wedge""",4da1ac44b538b73d9301c3b3,,,,
2004,1,1,2004,1,1,"Flinders University City Gallery, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1ac44b538b73d9301c3b0,"Flinders University City Gallery, Adelaide, SA",place,place,-34.9286212,138.5999594,"""H. J. Wedge""",4da1ac44b538b73d9301c3b1,,,,
1993,1,1,1993,1,1,"Budapest, Hungary",Hungary,Budapest,Budapest,1013,4da197adb538b73d9300b9bb,"Budapest, Hungary",place,place,47.4984056,19.0407578,"""H. J. Wedge""",4da1ac44b538b73d9301c3b6,,,,
1994,3,6,1994,2,4,"Campbelltown City Art Gallery, Campbelltown, New South Wales",Australia,New South Wales,Campbelltown,2560,4da1b52eb538b73d9301f4ef,"Campbelltown City Art Gallery, Campbelltown, NSW",place,place,-34.0677741,150.8131919,"""H. J. Wedge""",5955b93cd707ff0fa1000007,,,,
1995,1,1,1995,1,1,"Perth Institute of Contemporary Art, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da199f6b538b73d9300fe13,"Perth Institute of Contemporary Art, Perth, WA",place,place,-31.9522222,115.8588889,"""H. J. Wedge""",4da1ac44b538b73d9301c3b7,,,,
2004,1,1,2004,1,1,"Heide Museum of Modern Art, Bulleen, Victoria",Australia,Victoria,Manningham,3105,4da1ac44b538b73d9301c3ae,"Heide Museum of Modern Art, Bulleen, VIC",place,place,-37.7589,145.084301,"""H. J. Wedge""",4da1ac44b538b73d9301c3af,,,,Bulleen
1994,1,1,1994,1,1,"Boomalli Aboriginal Artists Cooperative, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19551b538b73d930031dc,"Boomalli Aboriginal Artists Cooperative, Sydney, NSW",place,place,-33.8689009,151.2070914,"""H. J. Wedge""",4da1ac44b538b73d9301c3b8,,,,
2008,1,1,2007,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,"National Gallery of Australia, Canberra, ACT",place,place,-35.30053,149.136282,"""H. J. Wedge""",4da19831b538b73d9300cf41,,,,
2002,1,1,2002,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,"Art Gallery of New South Wales, Sydney, NSW",place,place,-33.8686268,151.2170618,"""H. J. Wedge""",4da1ac44b538b73d9301c3ba,,,,
1993,1,1,1993,1,1,"Dusseldorf, Germany; London, United Kingdom; Humleaek, Denmark; National Gallery of Victoria, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19bafb538b73d930123b6,"Dusseldorf, Germany; London, UK; Humleaek, Denmark; National Gallery of Victoria, Melbourne, Vic.",place,place,-37.8225355,144.9691134,"""Connie Nakamarra White""",4da1a1afb538b73d930179b2,,,,
2000,1,1,2000,1,1,"Old Parliament House, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19510b538b73d930013b6,"Old Parliament House, Canberra, ACT",place,place,-35.302346,149.129621,"""Jenny M. Wicks""",4da1c311b538b73d9302531c,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Jenny M. Wicks""",4da1c8ceb538b73d930265e5,,,,
2006,1,1,2006,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Anthony L. Walker""",4da196efb538b73d93009af5,,,,
2006,1,1,2006,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Andrew Williams""",4da196bab538b73d93008fd9,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Andrew Williams""",4da1c8ceb538b73d930265e5,,,,
2006,1,1,2006,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Daryl Williams""",4da196bab538b73d93008fd9,,,,
2005,1,1,2005,1,1,"Woolloongabba Art Gallery, Woolloongabba, Queensland",Australia,Queensland,Brisbane,4102,4da1979bb538b73d9300b5ac,"Woolloongabba Art Gallery, Woolloongabba, Qld.",place,place,-27.5005578,153.0353208,"""Daryl Williams""",4da197a8b538b73d9300b8ae,,,,Woolloongabba
2005,1,1,2005,1,1,"Woolloongabba Art Gallery, Woolloongabba, Queensland",Australia,Queensland,Brisbane,4102,4da1979bb538b73d9300b5ac,"Woolloongabba Art Gallery, Woolloongabba, Qld.",place,place,-27.5005578,153.0353208,"""John Williams""",4da197a8b538b73d9300b8ae,,,,Woolloongabba
2006,1,1,2006,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""John Williams""",4da196bab538b73d93008fd9,,,,
1989,1,1,1989,1,1,"Canberra Contemporary Art Space, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da1954cb538b73d9300307b,"Canberra Contemporary Art Space, Canberra, ACT",place,place,-35.3080556,149.1244444,"""Pamela Tjanara Williams""",4da1adc1b538b73d9301cbf0,,,,
1988,1,1,1988,1,1,Touring exhibition,,,,Unknown,4da1adc1b538b73d9301cbf1,Touring exhibition,place,place,,,"""Pamela Tjanara Williams""",4da1adc2b538b73d9301cbf2,,,,
,,,,,,"Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19511b538b73d930014e5,"Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Vera Mbitjana Williams""",4da1ae54b538b73d9301cc46,,,,
1993,11,20,1993,11,1,"Canberra School of Art, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19531b538b73d930025ab,"Canberra School of Art. Canberra, ACT",place,place,-35.3080556,149.1244444,"""Vera Mbitjana Williams""",4da1ae6eb538b73d9301cc4b,,,,
1993,3,9,1993,3,28,"Krefeld, Germany",Germany,North Rhine-Westphalia,Krefeld,47798,4da1ae6eb538b73d9301cc4a,"Krefeld, Germany",place,place,51.3317042,6.5593539,"""Vera Mbitjana Williams""",4da1ae6eb538b73d9301cc4b,,,,
,,,,,,"Tandanya, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1ab46b538b73d9301bd91,"Tandanya, Adelaide, SA",place,place,-34.923886,138.6104632,"""Vera Mbitjana Williams""",4da1ae6eb538b73d9301cc49,,,,
1993,11,20,1993,11,1,"Canberra School of Art, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19531b538b73d930025ab,"Canberra School of Art. Canberra, ACT",place,place,-35.3080556,149.1244444,"""Vera Mbitjana Williams""",4da1ae6eb538b73d9301cc4b,,,,
1993,3,9,1993,3,28,"Krefeld, Germany",Germany,North Rhine-Westphalia,Krefeld,47798,4da1ae6eb538b73d9301cc4a,"Krefeld, Germany",place,place,51.3317042,6.5593539,"""Vera Mbitjana Williams""",4da1ae6eb538b73d9301cc4b,,,,
,,,,,,"Alice Springs, Northern Territory",Australia,Northern Territory,Alice Springs,0870,4da194f7b538b73d930006d4,"Alice Springs, NT",place,place,-23.7002104,133.8806114,"""Vera Mbitjana Williams""",4da1ae6eb538b73d9301cc48,,,,
,,,,,,"Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da194f4b538b73d930005f4,"Sydney, NSW",place,place,-33.8689009,151.2070914,"""Vera Mbitjana Williams""",4da1ae61b538b73d9301cc47,,,,
1989,1,1,1989,1,1,"Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19511b538b73d930014e5,"Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Vera Mbitjana Williams""",4da1ae6fb538b73d9301cc4c,,,,
2006,1,1,2006,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Renee Wilson""",4da196bab538b73d93008fd9,,,,
2005,1,1,2005,1,1,"Woolloongabba Art Gallery, Woolloongabba, Queensland",Australia,Queensland,Brisbane,4102,4da1979bb538b73d9300b5ac,"Woolloongabba Art Gallery, Woolloongabba, Qld.",place,place,-27.5005578,153.0353208,"""Renee Wilson""",4da197a8b538b73d9300b8ae,,,,Woolloongabba
1990,1,1,1990,1,1,"Madrid, Spain",Spain,Madrid,Madrid,28014,4da19543b538b73d93002d37,"Madrid, Spain",place,place,40.4166909,-3.7003454,"""Alan Tjakamarra Winderoo""",4da1aea3b538b73d9301cf18,,,,
2008,1,1,2008,1,1,"Bunjilaka Gallery, Museum Victoria, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19ec7b538b73d9301582c,"Bunjilaka Gallery, Museum Victoria, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Stan Couzens""",4da19ec7b538b73d93015830,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Robert Wolf""",4da1c8ceb538b73d930265e5,,,,
2004,1,1,2004,1,1,"Broken Hill Regional Gallery, Broken Hill, New South Wales",Australia,New South Wales,Broken Hill,2880,4da1aef9b538b73d9301d1e6,"Broken Hill Regional Gallery, Broken Hill, NSW",place,place,-31.9558583,141.4651361,"""William Brian 'Badger' Bates""",4da1aef9b538b73d9301d1e7,,,,
2007,1,1,2007,1,1,"Geo Centre, Broken Hill, New South Wales",Australia,New South Wales,Broken Hill,2880,4da1aef8b538b73d9301d1e1,"Geo Centre, Broken Hill, NSW",place,place,-31.9558583,141.4651361,"""William Brian 'Badger' Bates""",4da1aef9b538b73d9301d1e2,,,,
2004,1,1,2004,1,1,"Sydney Opera House, Sydney, New South Wales",Australia,New South Wales,Sydney,Unknown,4da195bab538b73d930057b3,"Sydney Opera House, Sydney, NSW",place,place,,,"""William Brian 'Badger' Bates""",4da1aef9b538b73d9301d1e8,,,,
1996,1,1,1996,1,1,"Maudespace, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1aef9b538b73d9301d1e3,"Maudespace, Sydney, NSW",place,place,-33.8689009,151.2070914,"""William Brian 'Badger' Bates""",4da1aef9b538b73d9301d1e4,,,,
2008,1,1,2008,1,1,"Campbelltown Arts Centre, New South Wales",Australia,New South Wales,Campbelltown,2567,4da19b81b538b73d93012057,"Campbelltown Arts Centre, NSW",place,place,-34.037972,150.756021,"""William Brian 'Badger' Bates""",4da1aef8b538b73d9301d1de,,,,
1997,1,1,1997,1,1,"Aboriginal Cultural Centre and Keeping Place, Armidale",Australia,New South Wales,Armidale,2350,4da1aef8b538b73d9301d1df,"Aboriginal Cultural Centre and Keeping Place, Armidale",place,place,-30.5143425,151.6669644,"""William Brian 'Badger' Bates""",4da1aef8b538b73d9301d1e0,,,,
1999,1,1,1998,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,"Art Gallery of New South Wales, Sydney, NSW",place,place,-33.8686268,151.2170618,"""William Brian 'Badger' Bates""",4da1aef9b538b73d9301d1e5,,,,
2006,1,1,2006,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,"Art Gallery of New South Wales, Sydney, NSW",place,place,-33.8686268,151.2170618,"""William Brian 'Badger' Bates""",4da1aef9b538b73d9301d1e9,,,,
1993,1,1,1993,1,1,"Broken Hill City Art Gallery, Broken Hill, New South Wales",Australia,New South Wales,Broken Hill,2880,4da1aef9b538b73d9301d1ea,"Broken Hill City Art Gallery, Broken Hill, NSW",place,place,-31.9558583,141.4651361,"""William Brian 'Badger' Bates""",4da1aef9b538b73d9301d1eb,,,,
2006,1,1,2006,1,1,"New England Regional Art Museum, Armidale, New South Wales",Australia,New South Wales,Armidale,2350,4da19612b538b73d93006f47,"New England Regional Art Museum, Armidale, NSW",place,place,-30.525371,151.664879,"""William Brian 'Badger' Bates""",4da1aef9b538b73d9301d1ec,,,,
2009,1,1,2009,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19515b538b73d9300175e,"Queensland Art Gallery, Brisbane, QLD",place,place,-27.4720964,153.0181735,"""Margaret Yam""",4da1c4f6b538b73d9302567c,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Margaret Yam""",4da1c8ceb538b73d930265e5,,,,
2009,1,1,2009,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19515b538b73d9300175e,"Queensland Art Gallery, Brisbane, QLD",place,place,-27.4720964,153.0181735,"""Minor Yam""",4da1c4f6b538b73d9302567c,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Minor Yam""",4da1c8ceb538b73d930265e5,,,,
2006,1,1,2006,1,1,"Off Centre Gallery, Salamanca Place, Hobart, Tasmania",Australia,Tasmania,Hobart,7004,4da1af6eb538b73d9301d486,"Off Centre Gallery, Salamanca Place, Hobart, TAS",place,place,-42.885422,147.3289229,"""Verna Nichols""",4da1af6eb538b73d9301d487,,,,
2004,1,1,2004,1,1,National Museum of Australia,Australia,Australian Capital Territory,Canberra,2601,4da1bd1fb538b73d93023d8d,National Museum of Australia,place,place,-35.293253,149.1211,"""Verna Nichols""",4da1bd1fb538b73d93023d8e,,,,
2010,10,7,2010,8,26,"Design Centre, Tasmania",Australia,Tasmania,Launceston,Unknown,4da1b883b538b73d9302179f,"Design Centre, TAS",place,place,,,"""Verna Nichols""",4e5714fcd707ff7697000001,,,,
2007,1,1,2007,1,1,"Tasmanian Museum and Art Gallery, Hobart, Tasmania",Australia,Tasmania,Hobart,7000,4da1af6eb538b73d9301d480,"Tasmanian Museum and Art Gallery, Hobart, TAS",place,place,-42.881935,147.332296,"""Verna Nichols""",4da1af6eb538b73d9301d481,,,,
2006,1,1,2006,1,1,"Moonah Arts Centre, Hobart, Tasmania",Australia,Tasmania,Hobart,7000,4da1af6eb538b73d9301d484,"Moonah Arts Centre, Hobart, TAS",place,place,-42.8819032,147.3238148,"""Verna Nichols""",4da1af6eb538b73d9301d485,,,,
1996,1,1,1996,1,1,"Moonah Arts Centre, Hobart, Tasmania",Australia,Tasmania,Hobart,7000,4da1af6eb538b73d9301d488,"Moonah Arts Centre, Hobart, tas",place,place,-42.8819032,147.3238148,"""Verna Nichols""",4da1af6eb538b73d9301d489,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Michelle Yeatman""",4da1c8ceb538b73d930265e5,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Philomena Yeatman""",4da1c8ceb538b73d930265e5,,,,
2003,1,1,2003,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Philomena Yeatman""",4da19e3ab538b73d93015222,,,,
2002,1,1,2002,1,1,"Urban Art Projects, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1af87b538b73d9301d5c4,"Urban Art Projects, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Roderick Yunkaporta""",4da1af87b538b73d9301d5c5,,,,
2006,1,1,2006,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Roderick Yunkaporta""",4da196bab538b73d93008fd9,,,,
2003,1,1,2003,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,"Queensland Art Gallery, Brisbane, Qld.",place,place,-27.4720964,153.0181735,"""Roderick Yunkaporta""",4da19e3ab538b73d93015222,,,,
2001,1,1,2001,1,1,"Brisbane Convention and Exhibition Centre, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19510b538b73d930013b8,"Brisbane Convention & Exhibition Centre, Brisbane, QLD",place,place,-27.4709331,153.0235024,"""Billy Zurvas""",4da1c8ceb538b73d930265e5,,,,
2007,1,1,2007,1,1,"Raft Artspace, Darwin, Northern Territory",Australia,Northern Territory,Darwin,0800,4da1af9ab538b73d9301d716,"Raft Artspace, Darwin, nt",place,place,-12.4628198,130.8417694,"""Gunybi Ganambarr""",4da1af9bb538b73d9301d71c,,,,
2006,1,1,2006,1,1,"Annandale Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1af9bb538b73d9301d718,"Annandale Galleries, Sydney, nsw",place,place,-33.8689009,151.2070914,"""Gunybi Ganambarr""",4da1af9bb538b73d9301d71f,,,,
2008,1,1,2008,1,1,"Annandale Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1af9bb538b73d9301d718,"Annandale Galleries, Sydney, nsw",place,place,-33.8689009,151.2070914,"""Gunybi Ganambarr""",4da1af9bb538b73d9301d719,,,,
2006,1,1,2006,1,1,"Fetival of Darwin, Darwin, Northern Territory",Australia,Northern Territory,Darwin,0837,4da1af9bb538b73d9301d71d,"Fetival of Darwin, Darwin, nt",place,place,-12.592128,130.9990597,"""Gunybi Ganambarr""",4da1af9bb538b73d9301d71e,,,,
2008,1,1,2008,1,1,"Raft Artspace, Darwin, Northern Territory",Australia,Northern Territory,Darwin,0800,4da1af9ab538b73d9301d716,"Raft Artspace, Darwin, nt",place,place,-12.4628198,130.8417694,"""Gunybi Ganambarr""",4da1af9bb538b73d9301d717,,,,
2012,1,1,2012,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,"National Gallery of Australia, Canberra, ACT",place,place,-35.30053,149.136282,"""Gunybi Ganambarr""",4feaa4add707ff1d9a000005,,,,
2008,1,1,2008,1,1,"Caruana Reid Fine Art, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1af9bb538b73d9301d71a,"Caruana Reid Fine Art, Sydney, nsw",place,place,-33.8689009,151.2070914,"""Gunybi Ganambarr""",4da1af9bb538b73d9301d71b,,,,
2004,1,1,2004,1,1,"Annandale Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1af9bb538b73d9301d718,"Annandale Galleries, Sydney, nsw",place,place,-33.8689009,151.2070914,"""Gunybi Ganambarr""",4da1af9bb538b73d9301d720,,,,
2006,1,1,2006,1,1,"Casula Powerhouse Arts Centre, Casula, New South Wales",Australia,New South Wales,Sydney,2170,4da198b6b538b73d9300deed,"Casula Powerhouse Arts Centre, Casula, NSW",place,place,-33.9468224,150.9007762,"""Leanne Tobin""",4da1afa0b538b73d9301d79f,,,,Casula
2005,1,1,2005,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Leanne Tobin""",4da1afa1b538b73d9301d7a0,,,,
2007,1,1,2007,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Fabri Blacklock""",4da1b2e0b538b73d9301e7c8,,,,
,,,2009,1,1,,,,,,,,,,,,"""Rex Winston""",4e5b07c4d707ff2403000003,,,,
2005,1,1,2005,1,1,"Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da195a3b538b73d93004f86,"Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Rex Winston""",4da1afabb538b73d9301d860,,,,
2005,1,1,2005,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Shane Williams""",4da1afabb538b73d9301d86d,,,,
2007,1,1,2007,1,1,"Portage and District Arts Centre, Manitoba, Canada",Canada,Manitoba,Portage,Unknown,4da1afabb538b73d9301d879,"Portage & District Arts Centre, Manitoba, Canada",place,place,53.7608608,-98.8138763,"""Alison Williams""",4da1afabb538b73d9301d87a,,,,
2005,1,1,2005,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Alison Williams""",4da1afacb538b73d9301d87b,,,,
2005,1,1,2005,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Colin Wightman""",4da196efb538b73d93009af6,,,,
2008,1,1,2008,1,1,"Bunjilaka Gallery, Museum Victoria, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19ec7b538b73d9301582c,"Bunjilaka Gallery, Museum Victoria, Melbourne, VIC",place,place,-37.8131869,144.9629796,"""Rocky Couzens""",4da19ec7b538b73d93015830,,,,
2003,1,1,2003,1,1,"Walkabout Gallery, Leichhardt, New South Wales",Australia,New South Wales,Sydney,2040,4da1afbcb538b73d9301d95f,"Walkabout Gallery, Leichhardt, NSW",place,place,-33.8837787,151.1570527,"""Irene Kemp""",4da1afbcb538b73d9301d960,,,,Leichhardt
2001,1,1,2001,1,1,"Casula Powerhouse Arts Centre, Casula, New South Wales",Australia,New South Wales,Sydney,2170,4da198b6b538b73d9300deed,"Casula Powerhouse Arts Centre, Casula, NSW",place,place,-33.9468224,150.9007762,"""Brenda Webb""",4da1afc7b538b73d9301da11,,,,Casula
2006,1,1,2006,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Brenda Webb""",4da196efb538b73d93009af5,,,,
2001,1,1,2001,1,1,"Parramatta Riverside Theatre, Parramatta, New South Wales",Australia,New South Wales,Parramatta,2150,4da1afc7b538b73d9301da12,"Parramatta Riverside Theatre, Parramatta, NSW",place,place,-33.8151285,151.0031549,"""Brenda Webb""",4da1afc8b538b73d9301da13,,,,
2001,1,1,2001,1,1,"Boomalli Aboriginal Artists Cooperative, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19551b538b73d930031dc,"Boomalli Aboriginal Artists Cooperative, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Brenda Webb""",4da1afc7b538b73d9301da10,,,,
2002,1,1,2002,1,1,"Blacktown Arts Centre, Blacktown, New South Wales",Australia,New South Wales,Sydney,2148,4da1a3d4b538b73d930191aa,"Blacktown Arts Centre, Blacktown, NSW",place,place,-33.7694644,150.9084932,"""Brenda Webb""",4da1afc7b538b73d9301da0f,,,,Blacktown
2004,1,1,2004,1,1,"Tweed River Regional Art Gallery, Tweed River, New South Wales",Australia,New South Wales,Tweed,Unknown,4da19a68b538b73d93010980,"Tweed River Regional Art Gallery, Tweed River, NSW",place,place,,,"""Brenda Webb""",4da19a69b538b73d93010981,,,,
2005,1,1,2005,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Donella Waters""",4da1afc9b538b73d9301da2d,,,,
2005,1,1,2005,1,1,"Gosford Regional Art Gallery, Gosford, New South Wales",Australia,New South Wales,Central Coast,2250,4da19b82b538b73d9301205b,"Gosford Regional Art Gallery, Gosford, NSW",place,place,-33.42502,151.3422194,"""Donella Waters""",4da1afc9b538b73d9301da2c,,,,Gosford
2009,1,1,2009,1,1,"Parliament of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19536b538b73d93002813,"Parliament of NSW, Sydney, NSW",place,place,-33.8689009,151.2070914,"""Donella Waters""",4e5b0b0cd707ff076a000008,,,,
2005,1,1,2005,1,1,"Kudos Gallery, Paddington, New South Wales",Australia,New South Wales,Sydney,2021,4da1afcab538b73d9301da4d,"Kudos Gallery, Paddington, NSW",place,place,-33.8846107,151.2265861,"""Jessica Birk""",4da1afcab538b73d9301da4e,,,,Paddington
2005,1,1,2005,1,1,"Grafton Regional Gallery, Grafton, New South Wales",Australia,New South Wales,Grafton,2460,4da1afcab538b73d9301da4f,"Grafton Regional Gallery, Grafton, NSW",place,place,-29.6911226,152.9331993,"""Jessica Birk""",4da1afcab538b73d9301da50,,,,
2006,1,1,2006,1,1,"New South Wales Parliament House, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000e8b,"NSW Parliament House, Sydney, NSW",place,place,-33.8673829,151.2128852,"""Jessica Birk""",4da196efb538b73d93009af5,,,,
2005,1,1,2005,1,1,"Hornsby, New South Wales",Australia,New South Wales,Sydney,2077,4da19531b538b73d93002509,"Hornsby, NSW",place,place,-33.703158,151.1004806,"""Jessica Birk""",4da1afcab538b73d9301da51,,,,Hornsby
