,0,1,2,3,Year
76,,Max Meldrum,"Professor WE Agar, FRS",,1937
77,,Max Meldrum,"Dr John Dale, OBE",,1937
78,,Max Meldrum,Mrs Max Meldrum,,1937
79,,Max Meldrum,"Rev TM Robinson, BA",,1937
80,,A T Mockridge,Portrait of a lady,,1937
81,,Miriam Moxham,Miss Ruve Parker,,1937
82,,Miriam Moxham,Mrs Phillip Andreas,,1937
83,,Eric Nilan,"KT Kelly, BA",,1937
84,,Eric Nilan,Self-portrait,,1937
85,,Eric Nilan,The artist's father,,1937
86,,Percival James Norton,"Professor Bland, MA, LLB",,1937
87,,Justin O'Brien,Ron Laski,,1937
88,,Roy Opie,Self-portrait,,1937
89,,Roy Opie,James Opie,,1937
90,,C W Peck,Portrait,,1937
91,,C W Peck,Man,,1937
92,,C W Peck,Portrait,,1937
93,,C W Peck,Portrait,,1937
94,,C W Peck,Portrait of Light Horse officer,,1937
95,,C W Peck,Portrait,,1937
96,,Clif Peir,Harold Byrne,,1937
97,,Clif Peir,Miss Kathleen McShine,,1937
98,,Adelaide Perry,Richard Beaton,,1937
99,,Louise M Pickering,Margot Lovell,,1937
100,,T H Porter,Self-portrait,,1937
101,,May Prince,Mrs JJ Glover,,1937
102,,James Quinn,"Dr Samuel Ewing, FRAS",,1937
103,,James Quinn,Kingsley Henderson,,1937
104,,James Quinn,James McPhillimy,,1937
105,,James Quinn,Self-portrait,,1937
106,,Stuart Reid,"Rev CT Parkinson, MA",,1937
107,,Mollie Rohr,Thomas W Mard,,1937
108,,Mollie Rohr,Self-portrait,,1937
109,,Mollie Rohr,Sketch of head,,1937
110,,John Thomas Nightingale Rowell,Self-portrait,,1937
111,,William Rowell,HB Herbert,,1937
112,,William Rowell,Self-portrait,,1937
113,,William Rowell,RH Croll,,1937
114,,Clarice Sandford,A girl in mauve,,1937
115,,Clarice Sandford,Portrait,,1937
116,/prizes/archibald/1937/18565/,Phyllis Shillito,Barbara,,1937
117,,Albert Victor Simmons,Sally,,1937
118,/prizes/archibald/1937/18630/,Joshua Smith,Mr JA Smith,,1937
119,,Joshua Smith,Mrs L Smith,,1937
120,,W Sprenger,Self-portrait,,1937
121,,Helen Stewart,"Miss Rose Muir, MBE",,1937
122,,Caryll Tate,Alfred Coffey,,1937
123,,Stephanie Taylor,Portrait of a lady,,1937
124,,Frederick Lyttelton Tregear,J Muir Auld,,1937
125,,Frederick Lyttelton Tregear,Portrait of artist,,1937
126,/prizes/archibald/1937/19030/,Lyall Trindall,Dame Mary Gilmore,,1937
127,,Lyall Trindall,Albert Sherman,,1937
128,,Lyall Trindall,Mrs Bruce White,,1937
129,,Albert Tucker,Portrait of artist,,1937
130,,Edgar James Turner,Steve Ford,,1937
131,,Edgar James Turner,J Shaw Neilson,,1937
132,,Edgar James Turner,Chas R Long,,1937
133,,George Alfred Turner,Self-portrait,,1937
134,,Robert Ware,Mrs Robert Ware,,1937
135,,Joseph Wolinski,Duncan MacDougall,,1937
136,,Joseph Wolinski,Dr Iza Harris,,1937
137,,Joseph Wolinski,Harry Julius,,1937
138,,Joseph Wolinski,Mrs A Alexander,,1937
139,,Joseph Wolinski,Miss Ethel Wolinski,,1937
140,,Joseph Wolinski,Rabbi EM Levi,,1937
0,,Harold Abbott,Self-portrait,,1938
1,,A F Andrews,The artist's father,,1938
2,,A F Andrews,Self-portrait,,1938
3,,John Aston,"LH Witts, Esq",,1938
4,,James Muir Auld,Lady in black,,1938
5,,James Muir Auld,"F Tregear, Esq",,1938
6,,Alan Baker,Self-portrait,,1938
7,,Alan Baker,Miss Videy Ross,,1938
8,,Normand Baker,Self-portrait,,1938
9,,Normand Baker,"Alan D Baker, Esq",,1938
10,,A M E Bale,Miss EM Lander,,1938
11,,Rex Battarbee,Albert Namatjira (Arunta artist),,1938
12,,Ronald Broadley,Self-portrait,,1938
13,,Norman Carter,Hans Heysen,,1938
14,,Norman Carter,"A Enes, Esq",,1938
15,,Myra Cocks,Portrait of a lady,,1938
16,,William Gilbert Collins,Self-portrait,,1938
17,,A D Colquhoun,Miss Janet McEwan,,1938
18,,A D Colquhoun,(Title unknown),,1938
19,,A D Colquhoun,Miss Janet Maloney,,1938
20,,A D Colquhoun,Miss Olga Hausegger,,1938
21,,Thomas Dean,Self-portrait,,1938
22,,Aileen R Dent,Miss Joyce Raymond,,1938
23,,Aileen R Dent,Rev FE Oxer,,1938
24,,Claude S Diston,Lt Col JN Coryn Shaw,,1938
25,,Douglas Dundas,"Alfred Cook, Esq",,1938
26,,Mary Edwell-Burke,Self-portrait,,1938
27,,Mary Edwell-Burke,"BJ Waterhouse, Esq, FRIBA",,1938
28,,Owen Garde,Self-portrait,,1938
29,,John Barclay Godson,Artist and wife,,1938
30,,Helena Nellie Govett,Portrait,,1938
31,,J H Graham,Joshua Smith,,1938
32,/prizes/archibald/1938/16193/,Vaughan Murray Griffin,Mrs Murray Griffin,,1938
33,,A F Hancox,Self-portrait,,1938
34,,Henry Aloysius Hanke,Miss Sylvia Davis,,1938
35,,Henry Aloysius Hanke,"Percy Lindsay, Esq",,1938
36,,John R Heath,"Dr WA Morrison, LDS, RCS",,1938
37,,Edward Heffernan,Diane in red,,1938
38,,John J Hennessy,Self-portrait,,1938
39,,Nora Heysen,The Hon John Lane Mullins,,1938
40,/prizes/archibald/1938/16506/,Nora Heysen,Mme Elink Schuurman,(Winner: Archibald Prize 1938),1938
41,,Leon Hogan,Miss M Parsons,,1938
42,,Ethel Holmes,Portrait of a lady,,1938
43,,Tom Hubble,Mrs Francis V Molyneaux,,1938
44,,Tom Hubble,"Frederick E Baume, Esq",,1938
45,,J C Hutchings,Self-portrait,,1938
46,,Rupert Hutter,Self-portrait,,1938
47,,Reginald Jerrold-Nathan,Miss Camilla Wedgewood,,1938
48,,Reginald Jerrold-Nathan,Self-portrait,,1938
49,,Reginald Jerrold-Nathan,Dr Cecil Purser,,1938
50,/prizes/archibald/1938/16733/,Margaret Gordon Johnson,Mrs Grabham,,1938
51,,Bertha Katsch,Gipsies,,1938
52,,Herbert Kemble,"Raymond Sinnot, Esq",,1938
53,,Herbert Kemble,Dante Arrie,,1938
54,,Herbert Kemble,Louise Allen,,1938
55,,Herbert Kemble,Geoffrey Cumine,,1938
56,,Clement Charles Kennedy,Meg,,1938
57,,Clement Charles Kennedy,Thea Rowe,,1938
58,,Clement Charles Kennedy,Clement Kennedy,,1938
59,,Garrett Kingsley,Norma,,1938
60,,Garrett Kingsley,Murilla,,1938
61,,Frederick William Leist,Stephanie Day,,1938
62,,Frederick William Leist,"C Pearl, Esq",,1938
63,,Frederick William Leist,"Mrs Charles, MA",,1938
64,,Herbert W McCulley,Self-portrait,,1938
65,,Alfred Ernest MacDonald,"WC Milne, Esq",,1938
66,/prizes/archibald/1938/17431/,Violet M McInnes,Miss Joan Nita,,1938
67,/prizes/archibald/1938/17429/,W B McInnes,Sir Robert Wade,,1938
68,,W B McInnes,Miss Susan Williams,,1938
69,/prizes/archibald/1938/17430/,W B McInnes,Gen Sir Harry Chauvel,,1938
70,,Alex McMurtrie,Dignity and impudence,,1938
71,,Langton Madden,Self-portrait,,1938
72,,Tempe Manning,"Peter Lawrence, Esq",,1938
73,,Max Meldrum,Self-portrait,,1938
74,,Max Meldrum,"Prof W Agar, FRS",,1938
75,,Miriam Moxham,Miss Myra Cocks and Elaine,,1938
76,,Miriam Moxham,"Henry B Rain, Esq",,1938
77,,G Needham,"Lionel Shave, Esq",,1938
78,/prizes/archibald/1938/17778/,A E Newbury,"WJ Penfold, MB, CM (Edin), BHy (Dunclm)",,1938
79,,Eric Nilan,"DGM Jackson, Esq, MA",,1938
80,,Eric Nilan,"D Nelson, Esq",,1938
81,,Justin O'Brien,Miss Dorothy Johnston,,1938
82,,Roy Opie,"L Reynolds, Esq",,1938
83,,Roy Opie,Mr James Opie,,1938
84,,T R Palmer,Self-portrait,,1938
85,/prizes/archibald/1938/17918/,Esther Paterson,Miss Betty Paterson,,1938
86,,C W Peck,One of the Smith family,,1938
87,,C W Peck,Mrs Drinkwater,,1938
88,,Clif Peir,Miss Ann,,1938
89,,Clif Peir,Miss Kathleen Maxwell,,1938
90,,James Quinn,Rt Hon RG Casey,,1938
91,,Joan E Reid,Portrait of a boy,,1938
92,,Stuart Reid,"ARJ Watt, Esq, KC",,1938
93,,C Darcy Rendalls,Portrait of a man,,1938
94,,Eileen M Robertson,My sister,,1938
95,,Mollie Rohr,Miniature,,1938
96,,Mollie Rohr,The final likeness,,1938
97,,Mollie Rohr,The maid,,1938
98,,Mollie Rohr,Portrait of a man,,1938
99,,Mollie Rohr,Self-portrait,,1938
100,,J H R Rousel,"Thos Porter, Esq",,1938
101,,J H R Rousel,"Rt Hon Sir Earle Page, KCMG",,1938
102,,John Thomas Nightingale Rowell,"Murray Griffin, Esq",,1938
103,,William Rowell,"Bernard O'Dowd, Esq",,1938
104,,William Rowell,Rt Hon RG Menzies,,1938
105,,William Rowell,Arltingah,,1938
106,,Eric Saunders,Duncan Macdougall,,1938
107,,Eric Saunders,Lewis Gooresky,,1938
108,,Eric Saunders,Daphne Winslow,,1938
109,,Reginald Jack Shepherd,Ald Mrs Fowler,,1938
110,,Reginald Jack Shepherd,Judith Ann,,1938
111,,Albert Victor Simmons,Mrs Thomas,,1938
112,,David Sing,Mr W Magee,,1938
113,,David Sing,Mrs E Thomasson,,1938
114,,David Sing,Miss Sanchia Thomasson,,1938
115,,Joshua Smith,Mrs Louisa Smith,,1938
116,,Joshua Smith,"John Graham, Esq",,1938
117,,Joshua Smith,Miss Dymphna Cusack,,1938
118,,W Sprenger,Self-portrait,,1938
119,,E Steitz,The hunter,,1938
120,,M Summers,Self-portrait,,1938
121,,Beulah Symes Leicester,Dr Charles Fenner,,1938
122,,Stephanie Taylor,Mrs Alice Thomas,,1938
123,,Lesbia Thorpe,Mrs Havelock Southwick,,1938
124,,Lesbia Thorpe,Miss Rose Broit,,1938
125,,Frederick Lyttelton Tregear,Miss Badgery,,1938
126,,Lyall Trindall,Dr BT Edye,,1938
127,,Lyall Trindall,"Rubery Bennett, Esq",,1938
128,,Lyall Trindall,"The Rt Hon The Lord Mayor, Ald N Nock",,1938
129,,Melba van der Velden,Self-portrait,,1938
130,,Charles Wheeler,"Ernest Joske, Esq, LLB",,1938
131,,Charles Wheeler,Mrs FW Dennett,,1938
132,,Harold V Whitlock,The blue cape,,1938
133,,Harold V Whitlock,Edith,,1938
134,,Dora Wilson,"Alan Marshall, Esq",,1938
135,,Dora Wilson,Miss Sybil Craig,,1938
136,,Joseph Wolinski,Margaret Swann,,1938
137,,Joseph Wolinski,"T Stuart Gurr, Esq",,1938
138,,Joseph Wolinski,"KR Cramp, Esq, OBE, MA",,1938
139,,Joseph Wolinski,Roderic Quinn,,1938
140,,Joseph Wolinski,"Rosine Guiterman, MA",,1938
141,,Joseph Wolinski,"CH Harrison, Esq, BA",,1938
142,,Arnold Zimmerman,Bitter wine - self-portrait,,1938
143,,Arnold Zimmerman,"SG Thorpe, Esq",,1938
144,,Arnold Zimmerman,Here's luck,,1938
0,,Harold Abbott,"Neil McNeil, Esq",,1939
1,,Harold Abbott,Miss Margaret Murray,,1939
2,,Harold Abbott,"Robert Gillespie, Esq",,1939
3,,Harold Abbott,Mrs C de Burgh,,1939
4,,Harold Abbott,Mrs R Abbott,,1939
5,,James Muir Auld,Self-portrait,,1939
6,,Herbert Badham,Self-portrait,,1939
7,,Alan Baker,Portrait of a man,,1939
8,,Reginald Thomas Bassett,Self-portrait,,1939
9,/prizes/archibald/1939/14727/,Douglas Baulch,Self-portrait,,1939
10,,Daysi M Brookes,"Robert McKechnie, Esq",,1939
11,,Daysi M Brookes,Dr E McAustin Steel,,1939
12,,Ernest Buckmaster,Self-portrait,,1939
13,,Jack Carington Smith,Sir John Ramsay,,1939
14,,Frank R Carter,Mrs Beryl James,,1939
15,,Norman Carter,"RB Kelley, Esq, DVSc",,1939
16,,Norman Carter,"Paymaster Lieut Keith H Waterhouse, RAN, VR",,1939
17,,Amalie Sara Colquhoun,Ellen,,1939
18,,Roy Dalgarno,"Prof JV Duhig, MB, FRACP",,1939
19,,William Dargie,The artist's wife,,1939
20,,William Dargie,Self-portrait and mask,,1939
21,,Ayesha Dean,Portrait of a man,,1939
22,,Joseph Ben de Bolle,"Major Gen WA Coxen, CB, CMG/DSO",,1939
23,,Aileen R Dent,"CN McKenzie, Esq (President Melbourne Scots)",,1939
24,,E C Draper,Portrait of a lady,,1939
25,,Elsie Elder,"Mr Casey, MP",,1939
26,,Nell Eveston,Mrs Loschiavo,,1939
27,,Nell Eveston,Olive,,1939
28,,Nell Eveston,Gloria Favolora,,1939
29,,Marjorie Glyn-Edwards,"Hugh Reilly, Esq",,1939
30,,John Barclay Godson,Self-portrait,,1939
31,,John Barclay Godson,Hilda,,1939
32,,John Barclay Godson,Johnnie,,1939
33,,Helena Nellie Govett,Sir Harold Gengoult Smith,,1939
34,,Gwendolyn Grant,"John Ramsay, Esq",,1939
35,,Gwendolyn Grant,Ann,,1939
36,,William Gregory Grant,Mrs Gwendolyn Grant,,1939
37,,Harley Griffiths (junior),"O Dutton, Esq",,1939
38,,Harley Griffiths (junior),Portrait of a pugilist,,1939
39,,A F Hancox,Self-portrait,,1939
40,,Henry Aloysius Hanke,Self-portrait,,1939
41,,Henry Aloysius Hanke,The pink wrap,,1939
42,,John R Heath,Emeritus Prof W Gilmour,,1939
43,,Joseph Holloway,"Roy Thibou, Esq",,1939
44,,Edith L Holmes,My aunt,,1939
45,,Ursula Holterhoff,Self-portrait,,1939
46,,Tom Hubble,Julian,,1939
47,,Evan Hughes,"Bruce Salter, Esq",,1939
48,,Harold Stafford Huntley,Miss Eula Ross,,1939
49,,Rupert Hutter,Self-portrait,,1939
50,/prizes/archibald/1939/17738/,Reginald Jerrold-Nathan,Mrs C Corsellis,,1939
51,,Margaret Gordon Johnson,"G Pitt Morison, Esq, curator, Perth Art Gallery",,1939
52,,Margaret Gordon Johnson,Miss Berna Begley,,1939
53,,Margaret Gordon Johnson,Lieut Col GFG Wieck,,1939
54,,Eric Kaylock,Self-portrait,,1939
55,,Herbert Kemble,Louise A,,1939
56,,Clement Charles Kennedy,Miss Gwen Friend,,1939
57,,Clement Charles Kennedy,Miss Barbara Dare,,1939
58,,Clement Charles Kennedy,"DAW Robertson, Esq",,1939
59,,Theo M Kielly,Self-portrait,,1939
60,,J Noel Kilgour,Mrs Nancy Kilgour,,1939
61,,Edwin Harold King,The artist's brother,,1939
62,,Edwin Harold King,Portrait of a man,,1939
63,,Edwin Harold King,The artist's sister,,1939
64,,Garrett Kingsley,Portrait of a lady,,1939
65,,Garrett Kingsley,"John G Lindsay, Esq",,1939
66,,Frederick William Leist,Miss Sheila Mitchell,,1939
67,,Albert Leyshon,Self-portrait,,1939
68,,Herbert W McCulley,Self-portrait,,1939
69,,R J McFadden,Self-portrait,,1939
70,,R J McFadden,Portrait of a man,,1939
71,,G M McHolme,Self-portrait,,1939
72,,Tempe Manning,Major CET Newman (Indian Army),,1939
73,,Tempe Manning,"Colin E Anderson, Esq",,1939
74,,Tempe Manning,"Father Cohen, CA (Father Superior, House of the Ascension, Goulburn, NSW)",,1939
75,/prizes/archibald/1939/17221/,Tempe Manning,Self-portrait,,1939
76,/prizes/archibald/1939/17497/,Max Meldrum,"Hon GJ Bell, CMG, DSO, VD (Speaker, House of Representatives)",(Winner: Archibald Prize 1939),1939
77,,R A Morrisey,Miss Maureen Morrisey,,1939
78,,Lionel Neate,"Mr WR Hurst, ARCO",,1939
79,,Percival James Norton,"PW Gledhill, Esq",,1939
80,,Percival James Norton,Mrs G Davis,,1939
81,,Justin O'Brien,"Eric Irvin, poet",,1939
82,/prizes/archibald/1939/17827/,Justin O'Brien,Self-portrait,,1939
83,/prizes/archibald/1939/17829/,Justin O'Brien,Mrs Hodson,,1939
84,,Roy Opie,"Harold Herbert, Esq",,1939
85,,T R Palmer,Rev CR King,,1939
86,,T R Palmer,The artist's bride,,1939
87,,Esther Paterson,Miss Betty Paterson,,1939
88,,Esther Paterson,"Hermon Gill, Esq",,1939
89,,Clif Peir,Miss Genevieve Madden,,1939
90,,RW Phillips,Self-portrait,,1939
91,,RW Phillips,Portrait of a lady,,1939
92,,Muriel Pornett,Window light,,1939
93,,Harold Septimus Power,"Dr AE Richardson, CMG, MAD (Oxon)",,1939
94,,M Prowse Carey,Self-portrait,,1939
95,/prizes/archibald/1939/18174/,James Quinn,"George Bell, artist and critic",,1939
96,/prizes/archibald/1939/18175/,James Quinn,Self-portrait,,1939
97,,Stuart Reid,Mrs A Thyne Reid,,1939
98,,Eileen M Robertson,Self-portrait,,1939
99,/prizes/archibald/1939/18323/,J H R Rousel,"George H Forsyth, Esq",,1939
100,,J H R Rousel,Judge Coyle,,1939
101,,John Thomas Nightingale Rowell,"John Bowles, sculptor",,1939
102,,John Thomas Nightingale Rowell,"Prof A Boyce Gibson, MA (Oxon)",,1939
103,,William Rowell,"Major-Gen Sir William Glasgow, KCB, CMG, DSO, VD",,1939
104,,William Rowell,Francis de Castella,,1939
105,,William Rowell,Dr AE Mills,,1939
106,,William Rowell,Jackeroo,,1939
107,,Horace Rudgley,Mrs H Rudgley,,1939
108,,Samuel Rudgley,Self-portrait,,1939
109,,A W Sampson,Margaret Verrell,,1939
110,,Eric Saunders,Kylie Tennant,,1939
111,,Eric Saunders,Mischa Burlakov,,1939
112,/prizes/archibald/1939/18518/,Roderick Shaw,"Richard Edwards, BA",,1939
113,,Reginald Jack Shepherd,Laurel,,1939
114,,Joshua Smith,Sister M Deane,,1939
115,,W Sprenger,Self-portrait,,1939
116,,S Scott Sudlow,Self-portrait,,1939
117,,Graham A Thorley,"Senator Major-Gen CH Brand, CBCMG, CVO, DSO",,1939
118,,Dora Toovey,Miss Ruth Eason,,1939
119,,Frederick Lyttelton Tregear,Self-portrait,,1939
120,,Lyall Trindall,Mrs R Rajola,,1939
121,,Albert Tucker,Harry de Hartog,,1939
122,,Roland Wakelin,Mother and child,,1939
123,,Leslie J Walker,"F Pidcock, Esq",,1939
124,,Leslie J Walker,"AC Martin, Esq",,1939
125,,Douglas Watson,Self-portrait,,1939
126,,Harold V Whitlock,Self-portrait,,1939
127,,Rita Wilson,Self-portrait,,1939
128,,Margery Withers,"R McCann, Esq",,1939
129,,Joseph Wolinski,Ald ES Marks,,1939
130,,Joseph Wolinski,Desiderius Orban,,1939
131,,Joseph Wolinski,"Thomas Ranken, Esq",,1939
132,,Joseph Wolinski,"H Neville Smith, Esq",,1939
133,,Joseph Wolinski,Self-portrait,,1939
134,,Arnold Zimmerman,Self-portrait,,1939
0,,Harold Abbott,Dr W Arundel Orchard,,1940
1,,James Muir Auld,Self-portrait,,1940
2,,Alan Baker,Mr Hamilton,,1940
3,,Normand Baker,Self-portrait,,1940
4,,Normand Baker,Stella,,1940
5,,Rex Battarbee,Chief Kamutu,,1940
6,,Margaret Beatty,Miss Lorraine Barnes,,1940
7,,AT Bernaldo,"Edwin Rechner, Esq",,1940
8,,AT Bernaldo,Colonel WW Whittle,,1940
9,,Ernest Buckmaster,Self-portrait,,1940
10,,Walter Edmund Burney,Beatrice,,1940
11,,Charles Bush,Self-portrait,,1940
12,,James Cant,Waterside worker,,1940
13,/prizes/archibald/1940/18638/,Jack Carington Smith,Miss Barbara Swift,,1940
14,,Frank R Carter,"William Prendergast, MA, LLB",,1940
15,,Frank R Carter,Dr William Maloney,,1940
16,,Frank R Carter,Christopher Coe,,1940
17,,Norman Carter,Dr William Wood,,1940
18,/prizes/archibald/1940/15187/,Norman Carter,"Captain PG Taylor, EGM, MC",,1940
19,,Margaret Cilento,"Sir Raphael Cilento, KBE",,1940
20,,Margaret Coen,Mr Douglas Stewart,,1940
21,/prizes/archibald/1940/15345/,A D Colquhoun,Douglas I Menzies,,1940
22,,A D Colquhoun,Mrs S Robinson,,1940
23,,Amalie Sara Colquhoun,Russell Hooper,,1940
24,/prizes/archibald/1940/15347/,Amalie Sara Colquhoun,Graeme Penington,,1940
25,,Bruce M Cousin,Nan,,1940
26,,William Dargie,Master Paul Warner,,1940
27,,William Dargie,Daryl Lindsay,,1940
28,,Sue Dennett,'Borzoi' - Igor Schwezoff,,1940
29,,Aileen R Dent,Madam Gregor Wood,,1940
30,,Aileen R Dent,Rev J Noble-MacKenzie,,1940
31,,Aileen R Dent,Professor John Gillies,,1940
32,,William Dobell,Miss Dorothy Helmrich,,1940
33,,Douglas Dundas,Miss Dorothy Thornhill,,1940
34,,Mary Edwell-Burke,Mrs John R Carey,,1940
35,,Mary Edwell-Burke,Self-portrait,,1940
36,,Elsie Elder,Captain John Collins,,1940
37,,Nell Eveston,Miss Mary Punch,,1940
38,,Nell Eveston,Miss Jean Punch,,1940
39,,Marjorie Glyn-Edwards,Mr ACH Edwards,,1940
40,,Marjorie Glyn-Edwards,Self-portrait,,1940
41,,John Barclay Godson,Mr Alfred Hill,,1940
42,,John Barclay Godson,Mrs Henry Murdoch,,1940
43,,John Barclay Godson,Mrs A Watson-Mason,,1940
44,,John Barclay Godson,Mrs Alex Sverjensky,,1940
45,,John Barclay Godson,"Madge, daughter of A Watson-Mason Esq",,1940
46,,John Barclay Godson,"Selma, daughter of Mrs V Walder",,1940
47,,Helena Nellie Govett,Sir Stanley Argyle,,1940
48,,Gwendolyn Grant,"Hon Sir James Blair, KCMG",,1940
49,,Leonard James Green,"Mrs Tom Luxton, Jnr",,1940
50,,Thomas J Haberley,Self-portrait,,1940
51,,Henry Aloysius Hanke,Judge Moffitt,,1940
52,,Henry Aloysius Hanke,"H Neville Smith, Esq",,1940
53,,Sylvia Harris,Mrs J Doren,,1940
54,,Sylvia Harris,"Prof JV Duhig, MB, FRACP",,1940
55,/prizes/archibald/1940/16404/,John R Heath,Self-portrait,,1940
56,,John R Heath,"Dr RV Hennessy, FRCS (Eng)",,1940
57,,John J Hennessy,Self-portrait,,1940
58,,Malcolm C Hone,Portrait,,1940
59,,Tom Hubble,Miss Hargreave,,1940
60,,Tom Hubble,Douglas M Barrie,,1940
61,,Wyclif E Huston,"Dr Max C McAlister, LLB",,1940
62,,Rupert Hutter,"HS Elvin, Esq",,1940
63,,Reginald Jerrold-Nathan,Mrs C Bede Maxwell,,1940
64,,Reginald Jerrold-Nathan,Mrs Bertha Maxwell,,1940
65,,Reginald Jerrold-Nathan,Sir John Butters,,1940
66,,Reginald Jerrold-Nathan,"Dr Cecil Pursor BA, MB, ChM, FRACP",,1940
67,,Margaret Gordon Johnson,Self-portrait,,1940
68,,Herbert Kemble,Miss Merle Greenwood,,1940
69,,Herbert Kemble,Frank D Clulow,,1940
70,,Clement Charles Kennedy,Miss Jeanie Rankin,,1940
71,,J Noel Kilgour,Self-portrait,,1940
72,,J Noel Kilgour,Mrs J Kelly,,1940
73,,J Noel Kilgour,Nancy Kilgour,,1940
74,,Frederick William Leist,"Dr HN Schlink, MB, ChM, FRACS, FRGS",,1940
75,,Arthur Lindsay,Portrait,,1940
76,/prizes/archibald/1940/17101/,Charles Salis Lloyd,"JK Moir, Esq",,1940
77,,Oliver Long,Wolfgang Cardimatis,,1940
78,,Eva Georgina Lucas,Portrait,,1940
79,,Winifred McCubbin,"Susan, daughter of the artist",,1940
80,,Herbert W McCulley,Self-portrait,,1940
81,,Tempe Manning,Miss Bee Metcalfe,,1940
82,,Tempe Manning,Christine Patricia Manning,,1940
83,/prizes/archibald/1940/17227/,Tempe Manning,Mr WA Byram Mansell,,1940
84,,Howard Winton Matthews,Alfred Burke,,1940
85,,Howard Winton Matthews,"Gerald de Vahl Davis, BA, ARG, BSc",,1940
86,,Maxwell,Geoffrey,,1940
87,/prizes/archibald/1940/17468/,Frank Medworth,"Muriel, wife of the artist",,1940
88,,Charles Meere,H Naylor,,1940
89,,Charles Meere,Freda Robertshaw,,1940
90,,Charles Meere,Robert Le Gay Brereton,,1940
91,,Max Meldrum,"The Vice-Chancellor, Melbourne University",,1940
92,/prizes/archibald/1940/17498/,Max Meldrum,Dr J Forbes Mackenzie,(Winner: Archibald Prize 1940),1940
93,,Henry W Minton,Portrait,,1940
94,,Nancy Moffat,"Mrs Clarence Weber, MLA",,1940
95,,Alan Moore,Self-portrait,,1940
96,/prizes/archibald/1940/17662/,Arthur J Murch,"R Windeyer, Esq, KC",,1940
97,,Percival James Norton,"E Cochrane-Emerton, Esq",,1940
98,,Roy Opie,Mr Alan Eddy,,1940
99,,Thelma Parr,Zara Brett,,1940
100,,Esther Paterson,"Hermon Gill, Esq",,1940
101,,Esther Paterson,Self-portrait,,1940
102,,C W Peck,Self-portrait,,1940
103,,C W Peck,Flying Officer W Geoffrey Campbell,,1940
104,,C W Peck,"Paddy, Patsy and Pat",,1940
105,,Clif Peir,Miriam Hyde,,1940
106,,RW Phillips,Portrait,,1940
107,,RW Phillips,Self-portrait,,1940
108,,M Prowse Carey,John,,1940
109,,James Quinn,Archbishop Mannix,,1940
110,,James Quinn,Percival Serle,,1940
111,,Walter Rayment,Gunner Lawrence Rayment,,1940
112,,Ingrid Rayner,Self-portrait,,1940
113,,Eileen M Robertson,Self-portrait,,1940
114,,J H R Rousel,"OH Hudson, Esq",,1940
115,,J H R Rousel,"Sydney Long, ARE",,1940
116,,John Thomas Nightingale Rowell,Mr Louis Lavater,,1940
117,,John Thomas Nightingale Rowell,Miss Lew Ton,,1940
118,,John Thomas Nightingale Rowell,"George Allen, sculptor",,1940
119,,William Rowell,Judge Foster,,1940
120,,William Rowell,Self-portrait,,1940
121,,William Rowell,"Harrison Owen, Esq",,1940
122,,Samuel Rudgley,Self-portrait,,1940
123,,Douglas Russell,The widow,,1940
124,,A W Sampson,Major CM Strachan,,1940
125,,Eric Saunders,Miss Ursula Pollock,,1940
126,,Eric Saunders,G Koshnitsky,,1940
127,,Roderick Shaw,Yvonne Webb,,1940
128,,A J Shepherd,Pioneer,,1940
129,,David Sing,Rev Dr Eris O'Brien,,1940
130,,David Sing,Miss M McDermott,,1940
131,,David Sing,Frere Jean,,1940
132,,Joshua Smith,Mr JA Smith,,1940
133,,Joshua Smith,Mrs Mary Wilson Blackwood,,1940
134,,Syd Sullivan,Self-portrait,,1940
135,,Graham A Thorley,"A Kenyon, Esq",,1940
136,,Dora Toovey,Janet Campbell,,1940
137,,Dora Toovey,"Jacqueline, daughter of the artist",,1940
138,,Lyall Trindall,"Dame Mary Gilmore, DBE",,1940
139,,Lyall Trindall,"Tom McClelland, Esq",,1940
140,,Lyall Trindall,"FAL Butler, Esq",,1940
141,,Alice Turnbull,Self-portrait,,1940
142,,Hayward Veal,Mr GH Brown,,1940
143,,Percy Watson,Miss Eva Harris,,1940
144,,Charles Wheeler,Canon ES Hughes,,1940
145,,Charles Wheeler,"John Wilkins, Esq",,1940
146,/prizes/archibald/1940/19685/,Harold V Whitlock,Lieutenant Jamieson,,1940
147,,Harold V Whitlock,Fae,,1940
148,,Eric Wilson,Mrs J Edmondson,,1940
149,,Rita Wilson,Mrs Edwin Wilson,,1940
150,,Joseph Wolinski,"Surgeon-Capt Leonard Darby, CBE, RAN",,1940
151,,Joseph Wolinski,"Bernard Sugerman, LLB",,1940
152,,Joseph Wolinski,Self-portrait,,1940
153,,Joseph Wolinski,Roderic Quinn,,1940
154,,Joseph Wolinski,Colonel Wilfred Vickers,,1940
155,,Arnold Zimmerman,Jascha Gopinko,,1940
0,,Normand Baker,Self-portrait,,1941
1,,Caroline Barker,"AJ McGill, Esq, KC",,1941
2,,John E Bates,Self-portrait,,1941
3,,S F Bond,Self-portrait,,1941
4,,Ernest Buckmaster,James Quinn,,1941
5,,Maude E M Burrell,"CA Burrell, Esq",,1941
6,/prizes/archibald/1941/15014/,Charles Bush,Portrait (unfinished owing to mobilisation),,1941
7,,James Cant,A soldier's daughter,,1941
